vnf1,5.0,118950.0
vnf2,5.0,90000.0
user2,5.0,111050.0
user1,5.0,165000.0
webserver,5.0,0.0
webserver2,5.0,0.0
vnf1,10.0,119250.0
vnf2,10.0,99100.0
user2,10.0,155000.0
user1,10.0,141650.0
webserver,10.0,0.0
webserver2,10.0,0.0
vnf1,15.0,123950.0
vnf2,15.0,95000.0
user2,15.0,168200.0
user1,15.0,153400.0
webserver,15.0,0.0
webserver2,15.0,0.0
vnf1,20.0,45000.0
vnf2,20.0,50000.0
vnf2-dup6,20.0,45000.0
vnf1-dup7,20.0,55000.0
user2,20.0,74825.0
user1,20.0,77500.0
webserver,20.0,0.0
webserver2,20.0,0.0
vnf1,25.0,19999.2
vnf2-dup8,25.0,21482.6
vnf2,25.0,33332.0
vnf1-dup9,25.0,36665.2
vnf2-dup6,25.0,31815.4
vnf1-dup7,25.0,41665.0
user2,25.0,46514.8
user1,25.0,66381.2
webserver,25.0,0.0
webserver2,25.0,0.0
vnf1,30.0,23750.0
vnf2-dup8,30.0,11250.0
vnf1-dup9,30.0,19250.0
vnf2,30.0,25000.0
vnf2-dup6,30.0,24137.6
vnf2-dup10,30.0,12500.0
vnf1-dup7,30.0,27500.0
user2,30.0,29062.6
user1,30.0,31687.4
webserver,30.0,0.0
webserver2,30.0,0.0
vnf1,35.0,31400.0
vnf2-dup8,35.0,23750.0
vnf1-dup9,35.0,23200.0
vnf2,35.0,22837.4
vnf2-dup6,35.0,21250.0
vnf2-dup10,35.0,18900.0
vnf1-dup7,35.0,23750.0
user2,35.0,39400.0
user1,35.0,22062.6
webserver,35.0,0.0
webserver2,35.0,0.0
vnf2-dup8,40.0,17990.0
vnf1,40.0,24000.0
vnf2,40.0,20000.0
vnf1-dup9,40.0,17000.0
vnf2-dup6,40.0,14000.0
vnf2-dup10,40.0,10000.0
vnf1-dup7,40.0,17990.0
vnf2-dup11,40.0,11000.0
user2,40.0,34000.0
user1,40.0,41010.0
vnf1-dup12,40.0,16000.0
webserver,40.0,0.0
webserver2,40.0,0.0
vnf2-dup8,45.0,17840.0
vnf1,45.0,24720.0
vnf2,45.0,20000.0
vnf1-dup9,45.0,17770.0
vnf2-dup6,45.0,17290.0
vnf2-dup10,45.0,16800.0
vnf1-dup7,45.0,16720.0
vnf2-dup11,45.0,16200.0
user2,45.0,24900.0
user1,45.0,45280.0
vnf1-dup12,45.0,20000.0
webserver,45.0,0.0
webserver2,45.0,0.0
vnf2-dup8,50.0,11000.0
vnf1,50.0,15000.0
vnf2,50.0,16000.0
vnf1-dup9,50.0,15000.0
vnf2-dup6,50.0,10000.0
vnf2-dup10,50.0,11300.0
vnf1-dup7,50.0,14390.0
vnf2-dup11,50.0,10840.0
user2,50.0,27770.0
user1,50.0,28000.0
vnf1-dup12,50.0,14000.0
webserver,50.0,0.0
webserver2,50.0,0.0
vnf2-dup8,55.0,14000.0
vnf1,55.0,16000.0
vnf2,55.0,13000.0
vnf1-dup9,55.0,16980.0
vnf2-dup6,55.0,14000.0
vnf2-dup10,55.0,14000.0
vnf1-dup7,55.0,16000.0
vnf2-dup11,55.0,14000.0
user2,55.0,29310.0
user1,55.0,32680.0
vnf1-dup12,55.0,16000.0
webserver,55.0,0.0
webserver2,55.0,0.0
vnf2-dup8,60.0,10640.0
vnf1,60.0,15000.0
vnf2,60.0,12000.0
vnf1-dup9,60.0,15000.0
vnf2-dup6,60.0,12000.0
vnf2-dup10,60.0,12000.0
vnf1-dup7,60.0,16000.0
vnf2-dup11,60.0,11000.0
user2,60.0,30000.0
user1,60.0,29360.0
vnf1-dup12,60.0,15000.0
webserver,60.0,0.0
webserver2,60.0,0.0
vnf2-dup8,65.0,14910.0
vnf1,65.0,18000.0
vnf2,65.0,13000.0
vnf1-dup9,65.0,17000.0
vnf2-dup6,65.0,14000.0
vnf2-dup10,65.0,13000.0
vnf1-dup7,65.0,16000.0
vnf2-dup11,65.0,14000.0
