Workload_ID,    App_ID,SubmitTime,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,ResponseTime,
 12, 1, 1.311, 1.311, 1.338, 0.027, 37, 1.338, 5.152, 3.814, 1807, 0, 5.152, 5.193, 0.041, 82,     3.882,
 13, 1, 2.141, 2.141, 2.151, 0.01, 2, 2.151, 5.907, 3.756, 1599, 0, 5.907, 5.992, 0.085, 171,     3.851,
 14, 1, 2.171, 2.171, 2.232, 0.062, 127, 2.232, 6.92, 4.687, 1779, 0, 6.92, 6.93, 0.01, 12,     4.759,
 15, 1, 2.457, 2.457, 2.467, 0.01, 16, 2.467, 7.169, 4.702, 836, 0, 7.169, 7.185, 0.016, 33,     4.728,
 17, 1, 2.552, 2.552, 2.785, 0.233, 471, 2.785, 7.671, 4.886, 1301, 0, 7.671, 7.681, 0.01, 9,     5.129,
 19, 1, 2.618, 2.618, 3.029, 0.411, 8, 3.029, 8.681, 5.652, 1342, 0, 8.681, 8.725, 0.044, 88,     6.106,
 18, 1, 2.58, 2.58, 3.024, 0.444, 477, 3.024, 8.431, 5.407, 1487, 0, 8.431, 8.775, 0.345, 689,     6.196,
 20, 1, 2.931, 2.931, 3.038, 0.106, 1, 3.038, 8.928, 5.89, 1765, 0, 8.928, 8.983, 0.055, 110,     6.052,
 21, 1, 3.029, 3.029, 3.075, 0.046, 74, 3.075, 9.188, 6.114, 1389, 0, 9.188, 9.219, 0.031, 62,     6.190,
 16, 1, 2.486, 2.486, 3.201, 0.715, 1423, 3.201, 9.692, 6.491, 2333, 0, 9.692, 9.765, 0.072, 145,     7.279,
 22, 1, 3.102, 3.102, 3.359, 0.257, 515, 3.359, 9.942, 6.582, 1084, 0, 9.942, 10.182, 0.241, 482,     7.081,
 23, 1, 3.382, 3.382, 3.385, 0.004, 19, 3.385, 10.191, 6.806, 1232, 0, 10.191, 10.263, 0.072, 162,     6.882,
 24, 1, 3.449, 3.449, 3.804, 0.355, 697, 3.804, 11.477, 7.673, 1561, 0, 11.477, 11.649, 0.171, 343,     8.200,
 25, 1, 3.88, 3.88, 3.89, 0.01, 10, 3.89, 12.228, 8.338, 1175, 0, 12.228, 12.238, 0.01, 8,     8.358,
 26, 1, 3.93, 3.93, 3.977, 0.047, 80, 3.977, 12.477, 8.501, 1964, 0, 12.477, 12.503, 0.025, 51,     8.573,
 27, 1, 3.967, 3.967, 3.997, 0.03, 60, 3.997, 12.729, 8.733, 938, 0, 12.729, 12.77, 0.04, 81,     8.803,
 28, 1, 4.018, 4.018, 4.058, 0.04, 80, 4.058, 12.979, 8.922, 1485, 0, 12.979, 12.989, 0.01, 11,     8.972,
 30, 1, 4.269, 4.269, 4.279, 0.01, 11, 4.279, 13.496, 9.217, 1479, 0, 13.496, 13.506, 0.01, 13,     9.237,
 31, 1, 4.494, 4.494, 4.503, 0.01, 19, 4.503, 14.013, 9.51, 1887, 0, 14.013, 14.405, 0.392, 784,     9.912,
 29, 1, 4.257, 4.257, 4.668, 0.412, 792, 4.668, 14.512, 9.844, 1670, 0, 14.512, 14.551, 0.039, 78,    10.295,
 33, 1, 4.811, 4.811, 4.821, 0.01, 38, 4.821, 15.03, 10.209, 1721, 0, 15.03, 15.137, 0.107, 214,    10.326,
 32, 1, 4.565, 4.565, 4.693, 0.128, 257, 4.693, 14.762, 10.069, 1742, 0, 14.762, 15.79, 1.028, 2056,    11.225,
 34, 1, 5.071, 5.071, 5.102, 0.032, 81, 5.102, 16.31, 11.208, 1653, 0, 16.31, 16.534, 0.224, 448,    11.463,
 102, 1, 15.321, 15.321, 15.586, 0.265, 29, 15.586, 16.612, 1.026, 1341, 0, 16.612, 16.656, 0.044, 88,     1.335,
 35, 1, 5.258, 5.258, 5.416, 0.158, 313, 5.416, 17.059, 11.643, 1268, 0, 17.059, 17.118, 0.058, 117,    11.860,
 37, 1, 5.605, 5.605, 5.605, 0, 12, 5.605, 17.308, 11.703, 1736, 0, 17.308, 17.343, 0.035, 69,    11.738,
 49, 1, 7.293, 7.293, 7.323, 0.03, 36, 7.323, 17.363, 10.039, 1466, 0,TimeOut
 48, 1, 7.274, 7.274, 7.358, 0.084, 168, 7.358, 17.375, 10.017, 1208, 0,TimeOut
 107, 1, 15.727, 15.727, 16.145, 0.418, 11, 16.145, 17.628, 1.483, 1317, 0, 17.628, 17.638, 0.01, 18,     1.910,
 50, 1, 7.683, 7.683, 7.693, 0.01, 19, 7.693, 17.716, 10.023, 1096, 0,TimeOut
 93, 1, 14.543, 14.543, 16.283, 1.74, 3481, 16.283, 17.877, 1.594, 1200, 0, 17.877, 17.922, 0.044, 89,     3.379,
 39, 1, 5.777, 5.777, 5.793, 0.016, 31, 5.793, 18.065, 12.272, 1087, 0, 18.065, 18.075, 0.01, 17,    12.298,
 51, 1, 8.056, 8.056, 8.089, 0.033, 66, 8.089, 18.117, 10.028, 985, 0,TimeOut
 52, 1, 8.15, 8.15, 8.21, 0.059, 92, 8.21, 18.273, 10.063, 1743, 0,TimeOut
 54, 1, 8.255, 8.255, 8.278, 0.024, 47, 8.278, 18.323, 10.045, 1270, 0,TimeOut
 36, 1, 5.265, 5.265, 5.338, 0.074, 161, 5.338, 16.56, 11.222, 2063, 0, 16.56, 18.43, 1.87, 3741,    13.165,
 53, 1, 8.24, 8.24, 8.379, 0.139, 291, 8.379, 18.572, 10.193, 1626, 0,TimeOut
 56, 1, 8.697, 8.697, 8.697, 0, 14, 8.697, 18.773, 10.076, 1426, 0,TimeOut
 55, 1, 8.599, 8.599, 8.764, 0.165, 315, 8.764, 18.787, 10.023, 1525, 0,TimeOut
 57, 1, 8.754, 8.754, 8.774, 0.02, 28, 8.774, 18.808, 10.034, 1776, 0,TimeOut
 110, 1, 16.925, 16.925, 16.95, 0.024, 35, 16.95, 18.883, 1.934, 1021, 0, 18.883, 18.928, 0.044, 89,     2.002,
 58, 1, 8.888, 8.888, 8.933, 0.046, 91, 8.933, 18.962, 10.029, 1026, 0,TimeOut
 38, 1, 5.67, 5.67, 6.055, 0.386, 779, 6.055, 18.813, 12.758, 808, 0, 18.813, 19.023, 0.21, 420,    13.353,
 40, 1, 6.019, 6.019, 6.069, 0.05, 84, 6.069, 19.063, 12.994, 1504, 0, 19.063, 19.073, 0.01, 3,    13.054,
 112, 1, 17.692, 17.692, 17.702, 0.01, 6, 17.702, 19.146, 1.443, 1311, 0, 19.146, 19.156, 0.01, 3,     1.463,
 60, 1, 9.352, 9.352, 9.362, 0.01, 1, 9.362, 19.386, 10.024, 1467, 0,TimeOut
 114, 1, 17.808, 17.808, 17.836, 0.029, 48, 17.836, 19.398, 1.562, 1798, 0, 19.398, 19.411, 0.013, 26,     1.604,
 61, 1, 9.38, 9.38, 9.496, 0.116, 240, 9.496, 19.571, 10.075, 1622, 0,TimeOut
 41, 1, 6.177, 6.177, 6.38, 0.203, 407, 6.38, 19.567, 13.187, 1386, 0, 19.567, 19.577, 0.01, 5,    13.400,
 62, 1, 9.463, 9.463, 9.568, 0.104, 144, 9.568, 19.584, 10.016, 1486, 0,TimeOut
 63, 1, 9.479, 9.479, 9.582, 0.102, 11, 9.582, 19.606, 10.024, 1553, 0,TimeOut
 42, 1, 6.218, 6.218, 6.242, 0.024, 50, 6.242, 19.318, 13.076, 1434, 0, 19.318, 19.621, 0.303, 607,    13.403,
 116, 1, 17.91, 17.91, 17.92, 0.01, 16, 17.92, 19.649, 1.729, 1485, 0, 19.649, 19.835, 0.186, 369,     1.925,
 44, 1, 6.392, 6.392, 6.416, 0.024, 35, 6.416, 19.825, 13.408, 1666, 0, 19.825, 19.845, 0.02, 36,    13.453,
 65, 1, 9.585, 9.585, 10.038, 0.453, 138, 10.038, 20.059, 10.021, 1340, 0,TimeOut
 43, 1, 6.35, 6.35, 6.43, 0.08, 139, 6.43, 20.075, 13.644, 1318, 0, 20.075, 20.119, 0.044, 89,    13.769,
 118, 1, 18.093, 18.093, 18.103, 0.01, 10, 18.103, 19.907, 1.804, 1379, 0, 19.907, 20.139, 0.232, 440,     2.047,
 66, 1, 9.928, 9.928, 10.142, 0.215, 177, 10.142, 20.165, 10.022, 1643, 0,TimeOut
 67, 1, 10.396, 10.396, 10.445, 0.049, 97, 10.445, 20.47, 10.025, 1651, 0,TimeOut
 68, 1, 10.571, 10.571, 10.581, 0.01, 3, 10.581, 20.603, 10.021, 2161, 0,TimeOut
 69, 1, 10.599, 10.599, 10.654, 0.055, 118, 10.654, 20.686, 10.032, 1151, 0,TimeOut
 128, 1, 19.953, 19.953, 20.004, 0.051, 92, 20.004, 20.719, 0.715, 1342, 0, 20.719, 20.786, 0.067, 133,     0.833,
 70, 1, 10.903, 10.903, 10.913, 0.01, 2, 10.913, 20.932, 10.019, 1456, 0,TimeOut
 71, 1, 10.919, 10.919, 10.947, 0.028, 35, 10.947, 20.973, 10.026, 1966, 0,TimeOut
 45, 1, 6.644, 6.644, 6.836, 0.192, 384, 6.836, 21.072, 14.236, 1525, 0, 21.072, 21.082, 0.01, 9,    14.438,
 72, 1, 11.128, 11.128, 11.161, 0.034, 32, 11.161, 21.185, 10.024, 1388, 0,TimeOut
 123, 1, 19.147, 19.147, 19.167, 0.02, 29, 19.167, 21.163, 1.995, 1841, 0, 21.163, 21.203, 0.041, 81,     2.056,
 73, 1, 11.162, 11.162, 11.195, 0.034, 68, 11.195, 21.224, 10.029, 1427, 0,TimeOut
 74, 1, 11.347, 11.347, 11.347, 0, 12, 11.347, 21.368, 10.021, 1216, 0,TimeOut
 75, 1, 11.362, 11.362, 11.362, 0, 7, 11.362, 21.388, 10.026, 1917, 0,TimeOut
 46, 1, 7.16, 7.16, 7.201, 0.04, 98, 7.201, 21.85, 14.649, 1350, 0, 21.85, 21.86, 0.01, 5,    14.700,
 76, 1, 12.057, 12.057, 12.089, 0.032, 45, 12.089, 22.108, 10.019, 1783, 0,TimeOut
 47, 1, 7.261, 7.261, 7.303, 0.042, 71, 7.303, 22.099, 14.796, 1694, 0, 22.099, 22.136, 0.037, 74,    14.875,
 113, 1, 17.748, 17.748, 17.758, 0.01, 19, 17.758, 22.349, 4.591, 1423, 0, 22.349, 22.364, 0.015, 31,     4.616,
 77, 1, 12.188, 12.188, 12.356, 0.168, 344, 12.356, 22.428, 10.071, 1784, 0,TimeOut
 78, 1, 12.334, 12.334, 12.424, 0.09, 135, 12.424, 22.438, 10.014, 1755, 0,TimeOut
 79, 1, 12.438, 12.438, 12.464, 0.026, 54, 12.464, 22.535, 10.07, 1282, 0,TimeOut
 117, 1, 18.049, 18.049, 18.059, 0.01, 8, 18.059, 22.608, 4.549, 1726, 0, 22.608, 22.651, 0.043, 85,     4.601,
 119, 1, 18.808, 18.808, 18.853, 0.045, 90, 18.853, 22.858, 4.005, 1190, 0, 22.858, 22.874, 0.016, 46,     4.066,
 80, 1, 12.491, 12.491, 12.929, 0.438, 883, 12.929, 22.946, 10.016, 1205, 0,TimeOut
 81, 1, 12.882, 12.882, 12.943, 0.062, 25, 12.943, 22.966, 10.022, 1732, 0,TimeOut
 82, 1, 12.907, 12.907, 12.952, 0.045, 7, 12.952, 22.966, 10.014, 1352, 0,TimeOut
 132, 1, 20.664, 20.664, 20.686, 0.022, 45, 20.686, 22.945, 2.259, 1211, 0, 22.945, 22.978, 0.033, 66,     2.314,
 83, 1, 12.952, 12.952, 12.994, 0.041, 83, 12.994, 23.037, 10.043, 1364, 0,TimeOut
 84, 1, 13.047, 13.047, 13.057, 0.01, 3, 13.057, 23.116, 10.059, 1345, 0,TimeOut
 85, 1, 13.089, 13.089, 13.089, 0, 4, 13.089, 23.116, 10.027, 1672, 0,TimeOut
 86, 1, 13.133, 13.133, 13.222, 0.089, 179, 13.222, 23.249, 10.027, 1199, 0,TimeOut
 64, 1, 9.513, 9.513, 13.255, 3.742, 7347, 13.255, 23.335, 10.08, 1917, 0,TimeOut
 87, 1, 13.157, 13.157, 13.304, 0.146, 164, 13.304, 23.335, 10.031, 1181, 0,TimeOut
 88, 1, 13.33, 13.33, 13.375, 0.045, 90, 13.375, 23.39, 10.015, 1429, 0,TimeOut
 151, 1, 22.73, 22.73, 22.758, 0.027, 57, 22.758, 23.49, 0.733, 1600, 0, 23.49, 23.567, 0.077, 154,     0.837,
 89, 1, 13.489, 13.489, 13.535, 0.046, 111, 13.535, 23.589, 10.054, 1592, 0,TimeOut
 90, 1, 13.503, 13.503, 13.549, 0.046, 71, 13.549, 23.589, 10.04, 1508, 0,TimeOut
 141, 1, 21.499, 21.499, 21.525, 0.026, 52, 21.525, 22.479, 0.954, 1664, 0, 22.479, 23.607, 1.128, 2265,     2.109,
 59, 1, 9.328, 9.328, 9.969, 0.64, 1252, 9.969, 23.617, 13.648, 1295, 0, 23.617, 23.712, 0.095, 206,    14.383,
 129, 1, 20.21, 20.21, 20.27, 0.06, 119, 20.27, 23.867, 3.597, 1841, 0, 23.867, 23.88, 0.013, 26,     3.670,
 137, 1, 20.941, 20.941, 20.941, 0, 1, 20.941, 23.962, 3.021, 1413, 0, 23.962, 23.979, 0.017, 33,     3.038,
 134, 1, 20.791, 20.791, 20.801, 0.01, 16, 20.801, 24.116, 3.315, 1047, 0, 24.116, 24.13, 0.014, 27,     3.339,
 91, 1, 14.112, 14.112, 14.122, 0.01, 1, 14.122, 24.158, 10.036, 1626, 0,TimeOut
 92, 1, 14.208, 14.208, 14.233, 0.025, 50, 14.233, 24.257, 10.023, 1276, 0,TimeOut
 94, 1, 14.569, 14.569, 14.579, 0.01, 14, 14.579, 24.619, 10.039, 1737, 0,TimeOut
 95, 1, 14.591, 14.591, 14.601, 0.01, 17, 14.601, 24.619, 10.018, 1187, 0,TimeOut
 156, 1, 23.819, 23.819, 23.834, 0.015, 29, 23.834, 24.559, 0.725, 2084, 0, 24.559, 24.661, 0.102, 177,     0.841,
 96, 1, 14.729, 14.729, 14.755, 0.026, 52, 14.755, 24.778, 10.022, 1419, 0,TimeOut
 143, 1, 21.811, 21.811, 21.821, 0.01, 17, 21.821, 24.88, 3.058, 1452, 0, 24.88, 24.89, 0.01, 13,     3.078,
 97, 1, 14.891, 14.891, 14.916, 0.025, 42, 14.916, 24.939, 10.023, 1532, 0,TimeOut
 131, 1, 20.527, 20.527, 20.542, 0.015, 30, 20.542, 25.129, 4.587, 1184, 0, 25.129, 25.139, 0.01, 3,     4.612,
 135, 1, 20.814, 20.814, 21.661, 0.846, 1676, 21.661, 24.991, 3.33, 1167, 0, 24.991, 25.23, 0.239, 478,     4.415,
 98, 1, 14.948, 14.948, 15.216, 0.268, 503, 15.216, 25.248, 10.032, 1621, 0,TimeOut
 99, 1, 15.026, 15.026, 15.255, 0.229, 79, 15.255, 25.28, 10.025, 1498, 0,TimeOut
 147, 1, 22.087, 22.087, 22.214, 0.127, 269, 22.214, 25.379, 3.165, 1562, 0, 25.379, 25.394, 0.015, 29,     3.306,
 100, 1, 15.048, 15.048, 15.374, 0.326, 239, 15.374, 25.399, 10.025, 2037, 0,TimeOut
 146, 1, 22.05, 22.05, 22.066, 0.016, 32, 22.066, 25.489, 3.423, 1231, 0, 25.489, 25.499, 0.01, 1,     3.449,
 101, 1, 15.272, 15.272, 15.552, 0.28, 347, 15.552, 25.625, 10.073, 1866, 0,TimeOut
 163, 1, 24.382, 24.382, 24.405, 0.023, 46, 24.405, 25.129, 0.724, 1620, 0, 25.129, 25.628, 0.499, 998,     1.246,
 136, 1, 20.883, 20.883, 20.922, 0.039, 62, 20.922, 25.628, 4.706, 1031, 0, 25.628, 25.644, 0.016, 33,     4.761,
 140, 1, 21.237, 21.237, 21.301, 0.064, 6, 21.301, 25.886, 4.585, 1915, 0, 25.886, 25.915, 0.029, 57,     4.678,
 104, 1, 15.488, 15.488, 16.039, 0.551, 25, 16.039, 26.059, 10.02, 1351, 0,TimeOut
 105, 1, 15.685, 15.685, 16.11, 0.425, 142, 16.11, 26.132, 10.022, 1276, 0,TimeOut
 106, 1, 15.701, 15.701, 16.135, 0.434, 39, 16.135, 26.155, 10.02, 1925, 0,TimeOut
 108, 1, 16.029, 16.029, 16.155, 0.126, 5, 16.155, 26.175, 10.02, 716, 0,TimeOut
 168, 1, 25.455, 25.455, 25.481, 0.026, 58, 25.481, 26.196, 0.714, 1125, 0, 26.196, 26.206, 0.01, 3,     0.750,
 165, 1, 24.462, 24.462, 24.716, 0.254, 21, 24.716, 25.44, 0.725, 1953, 0, 25.44, 26.216, 0.775, 1535,     1.754,
 142, 1, 21.599, 21.599, 21.609, 0.01, 11, 21.609, 26.147, 4.538, 1373, 0, 26.147, 26.46, 0.314, 628,     4.861,
 145, 1, 21.97, 21.97, 22.024, 0.054, 109, 22.024, 26.657, 4.633, 1689, 0, 26.657, 26.677, 0.02, 39,     4.707,
 154, 1, 23.401, 23.401, 23.494, 0.093, 186, 23.494, 26.396, 2.902, 1359, 0, 26.396, 26.702, 0.307, 614,     3.302,
 150, 1, 22.297, 22.297, 22.307, 0.01, 9, 22.307, 26.907, 4.6, 1803, 0, 26.907, 26.944, 0.038, 75,     4.648,
 109, 1, 16.913, 16.913, 16.936, 0.023, 43, 16.936, 26.955, 10.02, 1384, 0,TimeOut
 111, 1, 16.986, 16.986, 17.015, 0.029, 58, 17.015, 27.05, 10.035, 1069, 0,TimeOut
 173, 1, 26.059, 26.059, 26.069, 0.01, 10, 26.069, 27.041, 0.972, 1614, 0, 27.041, 27.055, 0.014, 28,     0.996,
 174, 1, 26.075, 26.075, 26.106, 0.032, 75, 26.106, 27.381, 1.275, 1203, 0, 27.381, 27.4, 0.018, 37,     1.325,
 177, 1, 26.416, 26.416, 26.711, 0.295, 591, 26.711, 27.639, 0.928, 1615, 0, 27.639, 27.692, 0.052, 105,     1.276,
 158, 1, 23.844, 23.844, 23.847, 0.004, 24, 23.847, 27.762, 3.915, 1137, 0, 27.762, 27.8, 0.038, 69,     3.957,
 164, 1, 24.389, 24.389, 24.989, 0.6, 1146, 24.989, 27.918, 2.929, 1931, 0, 27.918, 27.928, 0.01, 12,     3.539,
 157, 1, 23.835, 23.835, 23.835, 0, 1, 23.835, 28.167, 4.332, 1347, 0, 28.167, 28.177, 0.01, 1,     4.342,
 179, 1, 27.152, 27.152, 27.172, 0.02, 34, 27.172, 28.187, 1.015, 1349, 0, 28.187, 28.427, 0.24, 469,     1.275,
 148, 1, 22.15, 22.15, 22.27, 0.12, 245, 22.27, 27.505, 5.235, 1942, 0, 27.505, 28.539, 1.034, 2057,     6.388,
 162, 1, 24.27, 24.27, 24.702, 0.431, 867, 24.702, 28.667, 3.965, 2051, 0, 28.667, 28.687, 0.02, 41,     4.417,
 176, 1, 26.311, 26.311, 26.319, 0.008, 20, 26.319, 27.889, 1.569, 1470, 0, 27.889, 28.749, 0.861, 1722,     2.438,
 167, 1, 24.665, 24.665, 24.764, 0.098, 14, 24.764, 28.779, 4.015, 1066, 0, 28.779, 28.799, 0.02, 26,     4.134,
 103, 1, 15.421, 15.421, 16.018, 0.597, 864, 16.018, 28.917, 12.899, 1648, 0, 28.917, 29.001, 0.084, 169,    13.581,
 166, 1, 24.593, 24.593, 24.75, 0.157, 54, 24.75, 29.166, 4.417, 2189, 0, 29.166, 29.176, 0.01, 2,     4.584,
 153, 1, 23.382, 23.382, 23.506, 0.124, 261, 23.506, 28.529, 5.023, 1357, 0, 28.529, 29.354, 0.826, 1652,     5.972,
 187, 1, 28.729, 28.729, 28.739, 0.01, 12, 28.739, 29.455, 0.716, 1984, 0, 29.455, 29.465, 0.01, 19,     0.736,
 172, 1, 25.765, 25.765, 25.771, 0.006, 13, 25.771, 29.539, 3.768, 1190, 0, 29.539, 29.599, 0.061, 121,     3.834,
 169, 1, 25.625, 25.625, 25.635, 0.01, 4, 25.635, 29.675, 4.04, 1688, 0, 29.675, 29.777, 0.102, 204,     4.152,
 178, 1, 26.438, 26.438, 27.162, 0.724, 1429, 27.162, 30.179, 3.017, 1422, 0, 30.179, 30.239, 0.06, 120,     3.801,
 115, 1, 17.836, 17.836, 17.846, 0.01, 2, 17.846, 30.435, 12.588, 855, 0, 30.435, 30.445, 0.01, 6,    12.608,
 192, 1, 29.614, 29.614, 29.614, 0, 5, 29.614, 30.474, 0.86, 1919, 0, 30.474, 30.642, 0.168, 336,     1.028,
 170, 1, 25.706, 25.706, 25.765, 0.059, 116, 25.765, 29.926, 4.161, 1028, 0, 29.926, 30.708, 0.782, 1558,     5.002,
 130, 1, 20.478, 20.478, 20.478, 0, 9, 20.478, 30.729, 10.251, 1175, 0, 30.729, 30.751, 0.022, 44,    10.273,
 121, 1, 18.885, 18.885, 18.919, 0.034, 53, 18.919, 30.688, 11.769, 1305, 0, 30.688, 30.782, 0.094, 188,    11.897,
 133, 1, 20.751, 20.751, 20.848, 0.097, 201, 20.848, 30.986, 10.138, 1649, 0, 30.986, 31.012, 0.026, 52,    10.261,
 120, 1, 18.861, 18.861, 19.057, 0.196, 399, 19.057, 31.459, 12.402, 1077, 0, 31.459, 31.471, 0.012, 24,    12.611,
 182, 1, 27.651, 27.651, 27.741, 0.089, 151, 27.741, 31.202, 3.462, 1386, 0, 31.202, 31.559, 0.356, 713,     3.907,
 144, 1, 21.892, 21.892, 21.902, 0.01, 4, 21.902, 31.746, 9.843, 1661, 0, 31.746, 31.769, 0.023, 47,     9.877,
 122, 1, 18.962, 18.962, 19.157, 0.195, 376, 19.157, 31.709, 12.551, 1764, 0, 31.709, 31.781, 0.073, 145,    12.819,
 200, 1, 30.67, 30.67, 30.719, 0.049, 79, 30.719, 32.008, 1.289, 1593, 0, 32.008, 32.018, 0.01, 2,     1.348,
 139, 1, 21.185, 21.185, 21.287, 0.102, 38, 21.287, 31.238, 9.951, 1414, 0, 31.238, 32.039, 0.801, 1602,    10.854,
 160, 1, 23.957, 23.957, 23.967, 0.01, 16, 23.967, 29.04, 5.074, 1804, 0, 29.04, 32.131, 3.09, 6181,     8.174,
 204, 1, 30.907, 30.907, 31.135, 0.229, 78, 31.135, 32.067, 0.932, 1307, 0, 32.067, 32.142, 0.075, 161,     1.235,
 184, 1, 28.196, 28.196, 28.343, 0.147, 294, 28.343, 31.956, 3.613, 1363, 0, 31.956, 32.219, 0.262, 525,     4.023,
 125, 1, 19.465, 19.465, 19.491, 0.026, 52, 19.491, 32.482, 12.991, 1895, 0, 32.482, 32.492, 0.01, 8,    13.027,
 152, 1, 22.831, 22.831, 22.837, 0.007, 26, 22.837, 32.507, 9.67, 1239, 0, 32.507, 32.547, 0.039, 79,     9.716,
 149, 1, 22.279, 22.279, 22.307, 0.027, 64, 22.307, 32.258, 9.952, 1832, 0, 32.258, 32.637, 0.379, 758,    10.357,
 186, 1, 28.624, 28.624, 28.773, 0.149, 265, 28.773, 32.739, 3.966, 992, 0, 32.739, 32.753, 0.014, 28,     4.129,
 155, 1, 23.616, 23.616, 23.626, 0.01, 18, 23.626, 32.763, 9.137, 1176, 0, 32.763, 32.776, 0.014, 27,     9.161,
 126, 1, 19.584, 19.584, 19.606, 0.022, 44, 19.606, 32.988, 13.382, 1781, 0, 32.988, 32.999, 0.011, 23,    13.416,
 161, 1, 24.044, 24.044, 24.057, 0.014, 27, 24.057, 33.026, 8.969, 1967, 0, 33.026, 33.075, 0.049, 98,     9.031,
 124, 1, 19.338, 19.338, 19.847, 0.509, 1018, 19.847, 33.5, 13.654, 1643, 0, 33.5, 33.51, 0.01, 17,    14.173,
 171, 1, 25.751, 25.751, 25.761, 0.01, 9, 25.761, 33.534, 7.773, 1321, 0, 33.534, 33.544, 0.01, 3,     7.793,
 209, 1, 31.725, 31.725, 31.753, 0.028, 33, 31.753, 33.276, 1.522, 1635, 0, 33.276, 33.554, 0.279, 558,     1.829,
 127, 1, 19.87, 19.87, 19.889, 0.019, 42, 19.889, 33.754, 13.864, 1774, 0, 33.754, 33.764, 0.01, 10,    13.893,
 185, 1, 28.518, 28.518, 28.557, 0.039, 55, 28.557, 33.815, 5.258, 1311, 0, 33.815, 33.91, 0.095, 190,     5.392,
 190, 1, 29.522, 29.522, 29.529, 0.007, 23, 29.529, 34.004, 4.475, 1111, 0, 34.004, 34.083, 0.079, 158,     4.561,
 188, 1, 28.799, 28.799, 29.131, 0.331, 653, 29.131, 34.314, 5.183, 2030, 0, 34.314, 34.324, 0.01, 23,     5.524,
 181, 1, 27.567, 27.567, 27.666, 0.099, 199, 27.666, 34.034, 6.367, 1592, 0, 34.034, 34.353, 0.32, 640,     6.786,
 195, 1, 30.125, 30.125, 30.135, 0.01, 4, 30.135, 34.502, 4.367, 1442, 0, 34.502, 34.542, 0.04, 76,     4.417,
 191, 1, 29.585, 29.585, 29.605, 0.019, 30, 29.605, 34.62, 5.015, 1002, 0, 34.62, 34.658, 0.038, 76,     5.073,
 138, 1, 20.973, 20.973, 21.253, 0.28, 561, 21.253, 34.759, 13.506, 1775, 0, 34.759, 34.769, 0.01, 20,    13.796,
 203, 1, 30.857, 30.857, 31.096, 0.24, 21, 31.096, 35.009, 3.912, 1758, 0, 35.009, 35.009, 0, 11,     4.152,
 214, 1, 32.295, 32.295, 33.503, 1.207, 5, 33.503, 35.031, 1.528, 1192, 0, 35.031, 35.089, 0.059, 117,     2.794,
 189, 1, 29.322, 29.322, 29.517, 0.195, 402, 29.517, 35.294, 5.777, 1434, 0, 35.294, 35.322, 0.028, 56,     6.001,
 206, 1, 31.405, 31.405, 31.415, 0.01, 8, 31.415, 35.258, 3.843, 1237, 0, 35.258, 35.334, 0.076, 161,     3.928,
