Workload_ID,    App_ID,SubmitTime,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,ResponseTime,
 18, 0, 3.433, 3.433, 3.784, 0.351, 19, 3.784, 11.222, 7.438, 1583, 2, 11.222, 11.232, 0.01, 14,     7.799,
 20, 0, 3.75, 3.75, 3.855, 0.105, 62, 3.855, 11.979, 8.124, 1664, 2, 11.979, 12.045, 0.066, 131,     8.295,
 19, 0, 3.651, 3.651, 3.824, 0.172, 74, 3.824, 11.729, 7.905, 1375, 2, 11.729, 12.102, 0.373, 746,     8.451,
 13, 0, 2.797, 2.797, 4.092, 1.294, 2497, 4.092, 13.235, 9.143, 1051, 2, 13.235, 13.266, 0.031, 63,    10.469,
 22, 0, 4.491, 4.491, 4.537, 0.047, 66, 4.537, 14.263, 9.726, 1416, 2, 14.263, 14.281, 0.018, 35,     9.790,
 21, 0, 4.351, 4.351, 4.362, 0.011, 22, 4.362, 13.764, 9.402, 1250, 2, 13.764, 15.017, 1.253, 2506,    10.665,
 23, 0, 4.692, 4.692, 5, 0.308, 629, 5, 15.28, 10.28, 1527, 2, 15.28, 15.294, 0.014, 28,    10.602,
 26, 0, 4.891, 4.891, 5.048, 0.157, 44, 5.048, 15.793, 10.745, 1351, 2, 15.793, 15.899, 0.105, 218,    11.008,
 91, 0, 15.072, 15.072, 15.109, 0.037, 75, 15.109, 15.861, 0.752, 1221, 2, 15.861, 15.985, 0.124, 248,     0.913,
 27, 0, 4.97, 4.97, 5.062, 0.092, 19, 5.062, 16.055, 10.993, 1470, 2, 16.055, 16.07, 0.015, 31,    11.100,
 92, 0, 15.196, 15.196, 15.229, 0.033, 53, 15.229, 16.111, 0.882, 1185, 2, 16.111, 16.121, 0.01, 1,     0.925,
 93, 0, 15.229, 15.229, 15.432, 0.203, 406, 15.432, 16.362, 0.93, 1667, 2, 16.362, 16.521, 0.159, 318,     1.292,
 94, 0, 15.355, 15.355, 15.78, 0.425, 696, 15.78, 16.871, 1.091, 1097, 2, 16.871, 16.891, 0.02, 40,     1.536,
 24, 0, 4.769, 4.769, 5.372, 0.603, 1172, 5.372, 16.81, 11.437, 1940, 2, 16.81, 16.911, 0.101, 178,    12.141,
 95, 0, 15.927, 15.927, 16.049, 0.122, 239, 16.049, 17.12, 1.071, 1131, 2, 17.12, 17.13, 0.01, 8,     1.203,
 37, 0, 7.165, 7.165, 7.303, 0.138, 274, 7.303, 17.322, 10.019, 1326, 2,TimeOut
 38, 0, 7.38, 7.38, 7.406, 0.026, 68, 7.406, 17.488, 10.082, 1920, 2,TimeOut
 96, 0, 16.074, 16.074, 16.121, 0.047, 104, 16.121, 17.378, 1.257, 1957, 2, 17.378, 17.557, 0.178, 357,     1.483,
 39, 0, 7.478, 7.478, 7.547, 0.069, 138, 7.547, 17.562, 10.015, 1596, 2,TimeOut
 28, 0, 5.676, 5.676, 5.694, 0.018, 56, 5.694, 17.563, 11.869, 1754, 2, 17.563, 17.608, 0.044, 102,    11.932,
 40, 0, 7.683, 7.683, 7.707, 0.024, 44, 7.707, 17.748, 10.041, 1802, 2,TimeOut
 29, 0, 5.755, 5.755, 5.765, 0.01, 12, 5.765, 17.815, 12.05, 1187, 2, 17.815, 17.825, 0.01, 13,    12.070,
 41, 0, 7.856, 7.856, 7.866, 0.01, 10, 7.866, 17.885, 10.019, 1342, 2,TimeOut
 42, 0, 7.92, 7.92, 7.96, 0.04, 52, 7.96, 17.979, 10.019, 1463, 2,TimeOut
 44, 0, 8.152, 8.152, 8.179, 0.027, 59, 8.179, 18.194, 10.015, 1627, 2,TimeOut
 25, 0, 4.808, 4.808, 5.014, 0.206, 1, 5.014, 15.536, 10.522, 2140, 2, 15.536, 18.252, 2.716, 5433,    13.444,
 43, 0, 8.073, 8.073, 8.21, 0.137, 274, 8.21, 18.273, 10.063, 1429, 2,TimeOut
 45, 0, 8.214, 8.214, 8.304, 0.089, 189, 8.304, 18.323, 10.019, 1661, 2,TimeOut
 30, 0, 5.871, 5.871, 5.881, 0.01, 7, 5.881, 18.314, 12.434, 1948, 2, 18.314, 18.326, 0.012, 23,    12.455,
 99, 0, 16.434, 16.434, 16.599, 0.165, 4, 16.599, 18.376, 1.777, 1311, 2, 18.376, 18.553, 0.177, 354,     2.118,
 46, 0, 8.405, 8.405, 8.428, 0.024, 47, 8.428, 18.572, 10.144, 1921, 2,TimeOut
 101, 0, 16.63, 16.63, 16.711, 0.082, 136, 16.711, 18.633, 1.922, 1155, 2, 18.633, 18.643, 0.01, 5,     2.014,
 31, 0, 5.883, 5.883, 5.936, 0.052, 72, 5.936, 18.564, 12.628, 1840, 2, 18.564, 18.728, 0.164, 328,    12.845,
 47, 0, 8.814, 8.814, 8.831, 0.018, 35, 8.831, 18.853, 10.022, 1692, 2,TimeOut
 48, 0, 8.841, 8.841, 8.845, 0.004, 22, 8.845, 18.867, 10.022, 1709, 2,TimeOut
 50, 0, 9.441, 9.441, 9.451, 0.01, 10, 9.451, 19.491, 10.04, 1313, 2,TimeOut
 52, 0, 9.534, 9.534, 9.556, 0.022, 44, 9.556, 19.571, 10.015, 1846, 2,TimeOut
 51, 0, 9.512, 9.512, 9.568, 0.055, 94, 9.568, 19.584, 10.016, 1699, 2,TimeOut
 97, 0, 16.269, 16.269, 16.427, 0.158, 316, 16.427, 18.126, 1.7, 1350, 2, 18.126, 19.809, 1.682, 3365,     3.540,
 54, 0, 9.969, 9.969, 9.979, 0.01, 12, 9.979, 19.993, 10.014, 1212, 2,TimeOut
 53, 0, 9.895, 9.895, 10.082, 0.187, 345, 10.082, 20.165, 10.083, 1629, 2,TimeOut
 55, 0, 10.083, 10.083, 10.108, 0.025, 40, 10.108, 20.165, 10.056, 1665, 2,TimeOut
 56, 0, 10.098, 10.098, 10.142, 0.044, 85, 10.142, 20.165, 10.022, 1504, 2,TimeOut
 57, 0, 10.212, 10.212, 10.223, 0.011, 23, 10.223, 20.258, 10.034, 1633, 2,TimeOut
 58, 0, 10.233, 10.233, 10.281, 0.048, 85, 10.281, 20.333, 10.052, 1595, 2,TimeOut
 59, 0, 10.334, 10.334, 10.344, 0.01, 7, 10.344, 20.364, 10.02, 1181, 2,TimeOut
 104, 0, 16.803, 16.803, 18.905, 2.101, 229, 18.905, 20.406, 1.501, 1137, 2, 20.406, 20.425, 0.019, 38,     3.621,
 103, 0, 16.693, 16.693, 18.773, 2.08, 4101, 18.773, 20.156, 1.383, 1468, 2, 20.156, 20.502, 0.346, 691,     3.808,
 105, 0, 17.137, 17.137, 18.998, 1.861, 176, 18.998, 20.656, 1.657, 1275, 2, 20.656, 20.666, 0.01, 1,     3.528,
 60, 0, 10.644, 10.644, 10.7, 0.056, 88, 10.7, 20.728, 10.028, 1667, 2,TimeOut
 33, 0, 6.543, 6.543, 6.601, 0.058, 118, 6.601, 20.574, 13.973, 1866, 2, 20.574, 20.731, 0.158, 316,    14.188,
 34, 0, 6.659, 6.659, 6.81, 0.151, 303, 6.81, 20.823, 14.013, 1484, 2, 20.823, 20.842, 0.019, 38,    14.183,
 32, 0, 6.518, 6.518, 6.528, 0.01, 13, 6.528, 20.324, 13.796, 1570, 2, 20.324, 20.957, 0.633, 1267,    14.439,
 107, 0, 17.387, 17.387, 19.067, 1.68, 37, 19.067, 20.905, 1.838, 1835, 2, 20.905, 20.957, 0.052, 104,     3.570,
 123, 0, 20.034, 20.034, 20.073, 0.039, 11, 20.073, 20.989, 0.916, 1527, 2, 20.989, 20.999, 0.01, 17,     0.965,
 61, 0, 10.99, 10.99, 11, 0.01, 20, 11, 21.017, 10.017, 1367, 2,TimeOut
 63, 0, 11.201, 11.201, 11.209, 0.008, 23, 11.209, 21.224, 10.015, 1208, 2,TimeOut
 62, 0, 11.141, 11.141, 11.303, 0.162, 324, 11.303, 21.325, 10.022, 1802, 2,TimeOut
 36, 0, 7.106, 7.106, 7.118, 0.011, 23, 7.118, 21.335, 14.217, 1144, 2, 21.335, 21.352, 0.017, 35,    14.246,
 65, 0, 11.318, 11.318, 11.328, 0.01, 22, 11.328, 21.356, 10.028, 1637, 2,TimeOut
 64, 0, 11.236, 11.236, 11.335, 0.099, 187, 11.335, 21.356, 10.021, 1799, 2,TimeOut
 66, 0, 11.335, 11.335, 11.508, 0.173, 343, 11.508, 21.525, 10.017, 1366, 2,TimeOut
 35, 0, 7.092, 7.092, 7.152, 0.06, 91, 7.152, 21.597, 14.445, 1916, 2, 21.597, 21.617, 0.02, 39,    14.524,
 125, 0, 20.704, 20.704, 20.714, 0.01, 25, 20.714, 21.629, 0.915, 1474, 2, 21.629, 21.639, 0.01, 11,     0.935,
 67, 0, 11.359, 11.359, 11.678, 0.319, 636, 11.678, 21.703, 10.025, 1146, 2,TimeOut
 68, 0, 11.779, 11.779, 11.792, 0.013, 26, 11.792, 21.811, 10.019, 1730, 2,TimeOut
 121, 0, 19.755, 19.755, 20.044, 0.29, 108, 20.044, 21.912, 1.867, 1679, 2, 21.912, 21.952, 0.04, 80,     2.197,
 127, 0, 20.805, 20.805, 20.942, 0.137, 172, 20.942, 21.885, 0.943, 1666, 2, 21.885, 21.969, 0.084, 169,     1.164,
 69, 0, 11.948, 11.948, 12.008, 0.06, 120, 12.008, 22.024, 10.016, 1578, 2,TimeOut
 70, 0, 12.15, 12.15, 12.17, 0.02, 40, 12.17, 22.187, 10.017, 1649, 2,TimeOut
 130, 0, 21.207, 21.207, 21.224, 0.017, 35, 21.224, 22.225, 1.001, 1606, 2, 22.225, 22.235, 0.01, 2,     1.028,
 112, 0, 18.023, 18.023, 19.571, 1.548, 271, 19.571, 22.177, 2.606, 1328, 2, 22.177, 22.272, 0.095, 190,     4.249,
 71, 0, 12.185, 12.185, 12.37, 0.186, 351, 12.37, 22.428, 10.057, 1004, 2,TimeOut
 73, 0, 12.402, 12.402, 12.412, 0.01, 20, 12.412, 22.428, 10.015, 1517, 2,TimeOut
 113, 0, 18.162, 18.162, 19.606, 1.444, 63, 19.606, 22.428, 2.822, 1371, 2, 22.428, 22.475, 0.047, 94,     4.313,
 74, 0, 12.47, 12.47, 12.488, 0.018, 37, 12.488, 22.535, 10.046, 937, 2,TimeOut
 75, 0, 12.548, 12.548, 12.586, 0.038, 76, 12.586, 22.617, 10.03, 1961, 2,TimeOut
 108, 0, 17.488, 17.488, 19.3, 1.812, 467, 19.3, 21.413, 2.112, 1374, 2, 21.413, 22.618, 1.205, 2408,     5.130,
 114, 0, 18.286, 18.286, 19.64, 1.354, 42, 19.64, 22.679, 3.039, 1137, 2, 22.679, 22.798, 0.119, 238,     4.512,
 76, 0, 12.773, 12.773, 12.788, 0.015, 30, 12.788, 22.808, 10.02, 1722, 2,TimeOut
 133, 0, 21.661, 21.661, 21.767, 0.106, 212, 21.767, 22.838, 1.071, 1244, 2, 22.838, 22.851, 0.013, 26,     1.190,
 77, 0, 12.952, 12.952, 12.952, 0, 1, 12.952, 22.966, 10.013, 1378, 2,TimeOut
 78, 0, 12.981, 12.981, 13.018, 0.038, 76, 13.018, 23.037, 10.019, 1652, 2,TimeOut
 49, 0, 9.175, 9.175, 9.226, 0.051, 102, 9.226, 23.107, 13.881, 1438, 2, 23.107, 23.117, 0.01, 3,    13.942,
 116, 0, 18.795, 18.795, 19.755, 0.959, 38, 19.755, 23.197, 3.442, 1633, 2, 23.197, 23.207, 0.01, 2,     4.412,
 135, 0, 22.167, 22.167, 22.177, 0.01, 20, 22.177, 23.237, 1.06, 1049, 2, 23.237, 23.275, 0.038, 76,     1.108,
 79, 0, 13.113, 13.113, 13.351, 0.238, 476, 13.351, 23.376, 10.025, 1235, 2,TimeOut
 80, 0, 13.175, 13.175, 13.426, 0.251, 151, 13.426, 23.449, 10.022, 1355, 2,TimeOut
 81, 0, 13.388, 13.388, 13.44, 0.053, 18, 13.44, 23.461, 10.02, 2028, 2,TimeOut
 111, 0, 17.913, 17.913, 19.436, 1.523, 112, 19.436, 23.357, 3.921, 927, 2, 23.357, 23.507, 0.15, 300,     5.593,
 82, 0, 13.531, 13.531, 13.619, 0.088, 192, 13.619, 23.636, 10.017, 1271, 2,TimeOut
 118, 0, 19.006, 19.006, 19.935, 0.929, 54, 19.935, 23.702, 3.766, 1448, 2, 23.702, 23.722, 0.02, 28,     4.716,
 83, 0, 13.636, 13.636, 13.741, 0.106, 218, 13.741, 23.76, 10.019, 1807, 2,TimeOut
 117, 0, 18.858, 18.858, 19.889, 1.031, 269, 19.889, 23.447, 3.558, 1470, 2, 23.447, 23.766, 0.319, 639,     4.908,
 84, 0, 14.099, 14.099, 14.099, 0, 9, 14.099, 24.124, 10.025, 1787, 2,TimeOut
 120, 0, 19.225, 19.225, 19.991, 0.765, 6, 19.991, 24.22, 4.229, 1765, 2, 24.22, 24.23, 0.01, 18,     5.005,
 131, 0, 21.336, 21.336, 23.376, 2.04, 4079, 23.376, 24.099, 0.723, 1316, 2, 24.099, 24.266, 0.167, 334,     2.929,
 85, 0, 14.136, 14.136, 14.247, 0.111, 205, 14.247, 24.269, 10.021, 1283, 2,TimeOut
 86, 0, 14.148, 14.148, 14.271, 0.124, 39, 14.271, 24.297, 10.025, 2151, 2,TimeOut
 129, 0, 21.074, 21.074, 21.126, 0.052, 81, 21.126, 24.365, 3.24, 2158, 2, 24.365, 24.388, 0.023, 45,     3.314,
 132, 0, 21.402, 21.402, 21.433, 0.031, 62, 21.433, 24.469, 3.036, 1609, 2, 24.469, 24.507, 0.038, 77,     3.106,
 87, 0, 14.572, 14.572, 14.579, 0.008, 7, 14.579, 24.619, 10.039, 1603, 2,TimeOut
 88, 0, 14.606, 14.606, 14.606, 0, 1, 14.606, 24.619, 10.013, 1490, 2,TimeOut
 122, 0, 19.991, 19.991, 20.059, 0.068, 8, 20.059, 24.623, 4.565, 1812, 2, 24.623, 24.641, 0.017, 35,     4.650,
 124, 0, 20.226, 20.226, 20.364, 0.139, 278, 20.364, 24.73, 4.365, 1022, 2, 24.73, 24.74, 0.01, 10,     4.514,
 89, 0, 14.693, 14.693, 14.743, 0.05, 117, 14.743, 24.764, 10.021, 1670, 2,TimeOut
 90, 0, 14.77, 14.77, 14.825, 0.055, 112, 14.825, 24.858, 10.033, 1244, 2,TimeOut
 143, 0, 23.852, 23.852, 23.897, 0.045, 100, 23.897, 24.88, 0.983, 1601, 2, 24.88, 24.908, 0.028, 56,     1.056,
 72, 0, 12.287, 12.287, 20.848, 8.561, 17096, 20.848, 25.24, 4.392, 2102, 2, 25.24, 25.262, 0.022, 44,    12.975,
 147, 0, 24.43, 24.43, 24.812, 0.382, 764, 24.812, 25.69, 0.878, 1086, 2, 25.69, 25.7, 0.01, 14,     1.270,
 128, 0, 20.829, 20.829, 20.993, 0.163, 68, 20.993, 25.756, 4.763, 1303, 2, 25.756, 25.821, 0.064, 129,     4.991,
 136, 0, 22.684, 22.684, 22.724, 0.04, 42, 22.724, 26.002, 3.278, 1634, 2, 26.002, 26.206, 0.204, 390,     3.522,
 137, 0, 22.758, 22.758, 22.768, 0.01, 14, 22.768, 26.507, 3.739, 1430, 2, 26.507, 26.565, 0.058, 117,     3.808,
 100, 0, 16.465, 16.465, 16.643, 0.179, 89, 16.643, 26.666, 10.022, 1487, 2,TimeOut
 110, 0, 17.615, 17.615, 19.372, 1.757, 16, 19.372, 21.662, 2.29, 2091, 2, 21.662, 26.727, 5.065, 10130,     9.112,
 102, 0, 16.664, 16.664, 16.723, 0.059, 10, 16.723, 26.764, 10.041, 1084, 2,TimeOut
 139, 0, 22.943, 22.943, 22.956, 0.013, 33, 22.956, 26.756, 3.8, 1480, 2, 26.756, 26.792, 0.036, 54,     3.849,
 148, 0, 25.173, 25.173, 25.187, 0.014, 28, 25.187, 26.782, 1.595, 1407, 2, 26.782, 26.792, 0.01, 8,     1.619,
 126, 0, 20.752, 20.752, 21.253, 0.501, 988, 21.253, 26.258, 5.004, 1149, 2, 26.258, 26.828, 0.57, 1141,     6.075,
 134, 0, 21.703, 21.703, 21.801, 0.098, 36, 21.801, 27.005, 5.205, 1225, 2, 27.005, 27.015, 0.01, 10,     5.312,
 138, 0, 22.798, 22.798, 22.808, 0.01, 15, 22.808, 27.156, 4.348, 1313, 2, 27.156, 27.166, 0.01, 18,     4.368,
 140, 0, 23.229, 23.229, 23.364, 0.135, 270, 23.364, 27.413, 4.049, 1328, 2, 27.413, 27.423, 0.01, 4,     4.194,
 150, 0, 26.092, 26.092, 26.175, 0.083, 141, 26.175, 27.291, 1.117, 1419, 2, 27.291, 27.527, 0.236, 472,     1.435,
 142, 0, 23.701, 23.701, 23.746, 0.045, 90, 23.746, 27.255, 3.509, 1476, 2, 27.255, 27.572, 0.317, 635,     3.871,
 153, 0, 26.377, 26.377, 26.449, 0.072, 145, 26.449, 27.541, 1.092, 1830, 2, 27.541, 27.592, 0.051, 79,     1.216,
 141, 0, 23.653, 23.653, 23.78, 0.127, 242, 23.78, 27.662, 3.882, 1293, 2, 27.662, 27.678, 0.015, 31,     4.025,
 155, 0, 26.614, 26.614, 26.678, 0.065, 115, 26.678, 27.79, 1.112, 1702, 2, 27.79, 27.85, 0.059, 119,     1.236,
 157, 0, 27.216, 27.216, 27.3, 0.084, 159, 27.3, 28.051, 0.751, 1687, 2, 28.051, 28.088, 0.037, 74,     0.872,
 145, 0, 24.013, 24.013, 24.158, 0.145, 291, 24.158, 28.019, 3.861, 1454, 2, 28.019, 28.109, 0.09, 181,     4.096,
 144, 0, 23.971, 23.971, 24.446, 0.475, 958, 24.446, 28.279, 3.834, 1611, 2, 28.279, 28.289, 0.01, 12,     4.318,
 159, 0, 27.593, 27.593, 27.604, 0.011, 27, 27.604, 28.379, 0.775, 2121, 2, 28.379, 28.389, 0.01, 14,     0.796,
 146, 0, 24.065, 24.065, 24.283, 0.218, 250, 24.283, 28.417, 4.135, 1484, 2, 28.417, 28.447, 0.03, 55,     4.382,
 161, 0, 28.023, 28.023, 28.038, 0.015, 30, 28.038, 28.755, 0.717, 1962, 2, 28.755, 28.789, 0.034, 67,     0.766,
 149, 0, 25.501, 25.501, 25.541, 0.041, 92, 25.541, 29.29, 3.748, 1593, 2, 29.29, 29.303, 0.013, 26,     3.802,
 98, 0, 16.427, 16.427, 16.585, 0.158, 317, 16.585, 29.425, 12.84, 1538, 2, 29.425, 29.435, 0.01, 1,    13.008,
 162, 0, 29.104, 29.104, 29.117, 0.013, 26, 29.117, 29.836, 0.719, 2197, 2, 29.836, 29.846, 0.01, 9,     0.742,
 164, 0, 29.153, 29.153, 29.16, 0.007, 18, 29.16, 30.045, 0.885, 1247, 2, 30.045, 30.055, 0.01, 19,     0.902,
 163, 0, 29.148, 29.148, 29.16, 0.012, 32, 29.16, 30.085, 0.925, 921, 2, 30.085, 30.114, 0.029, 57,     0.965,
 154, 0, 26.401, 26.401, 26.478, 0.078, 45, 26.478, 30.065, 3.587, 1605, 2, 30.065, 30.14, 0.075, 150,     3.739,
 167, 0, 29.493, 29.493, 29.504, 0.011, 22, 29.504, 30.335, 0.831, 975, 2, 30.335, 30.348, 0.013, 26,     0.855,
 156, 0, 26.933, 26.933, 26.955, 0.022, 33, 26.955, 30.315, 3.36, 1451, 2, 30.315, 30.39, 0.075, 149,     3.456,
 158, 0, 27.361, 27.361, 27.368, 0.008, 27, 27.368, 30.564, 3.196, 1526, 2, 30.564, 30.698, 0.134, 255,     3.337,
 168, 0, 29.603, 29.603, 29.661, 0.058, 113, 29.661, 30.584, 0.923, 1671, 2, 30.584, 30.802, 0.218, 418,     1.199,
 160, 0, 27.748, 27.748, 27.748, 0, 14, 27.748, 30.813, 3.065, 1668, 2, 30.813, 30.824, 0.011, 21,     3.076,
 170, 0, 29.88, 29.88, 29.908, 0.028, 51, 29.908, 30.833, 0.925, 1397, 2, 30.833, 30.833, 0, 15,     0.954,
 106, 0, 17.334, 17.334, 19.043, 1.709, 90, 19.043, 30.94, 11.897, 1773, 2, 30.94, 30.971, 0.03, 61,    13.637,
 165, 0, 29.257, 29.257, 29.27, 0.013, 26, 29.27, 31.062, 1.793, 1429, 2, 31.062, 31.081, 0.019, 38,     1.825,
 171, 0, 30.198, 30.198, 30.474, 0.277, 548, 30.474, 31.202, 0.728, 1390, 2, 31.202, 31.222, 0.02, 39,     1.024,
 169, 0, 29.716, 29.716, 29.726, 0.01, 3, 29.726, 31.312, 1.586, 1593, 2, 31.312, 31.337, 0.026, 51,     1.621,
 172, 0, 30.427, 30.427, 30.508, 0.081, 147, 30.508, 31.489, 0.981, 1280, 2, 31.489, 31.499, 0.01, 18,     1.072,
 173, 0, 30.623, 30.623, 30.633, 0.01, 1, 30.633, 31.459, 0.826, 2120, 2, 31.459, 31.533, 0.073, 147,     0.910,
 174, 0, 30.922, 30.922, 31.015, 0.093, 185, 31.015, 31.736, 0.721, 1063, 2, 31.736, 31.781, 0.045, 73,     0.859,
 175, 0, 30.961, 30.961, 30.986, 0.024, 49, 30.986, 31.811, 0.825, 1433, 2, 31.811, 32.059, 0.248, 465,     1.097,
 176, 0, 31.328, 31.328, 31.391, 0.062, 141, 31.391, 32.132, 0.742, 1267, 2, 32.132, 32.142, 0.01, 24,     0.814,
 109, 0, 17.587, 17.587, 19.358, 1.771, 92, 19.358, 32.22, 12.863, 1228, 2, 32.22, 32.268, 0.048, 93,    14.681,
 177, 0, 31.424, 31.424, 31.485, 0.061, 111, 31.485, 32.329, 0.845, 1443, 2, 32.329, 32.35, 0.021, 42,     0.927,
 178, 0, 31.547, 31.547, 31.589, 0.042, 48, 31.589, 32.38, 0.791, 1591, 2, 32.38, 32.39, 0.01, 1,     0.843,
 180, 0, 31.639, 31.639, 31.733, 0.094, 189, 31.733, 32.587, 0.854, 1528, 2, 32.587, 32.597, 0.01, 5,     0.958,
 182, 0, 31.881, 31.881, 31.881, 0, 17, 31.881, 32.85, 0.969, 1557, 2, 32.85, 32.86, 0.01, 13,     0.979,
 183, 0, 31.959, 31.959, 31.993, 0.034, 68, 31.993, 33.006, 1.013, 1591, 2, 33.006, 33.016, 0.01, 28,     1.057,
 187, 0, 32.581, 32.581, 32.595, 0.014, 28, 32.595, 33.351, 0.756, 1068, 2, 33.351, 33.361, 0.01, 5,     0.780,
 115, 0, 18.392, 18.392, 19.722, 1.33, 165, 19.722, 33.236, 13.514, 1570, 2, 33.236, 33.371, 0.135, 254,    14.978,
 189, 0, 32.765, 32.765, 32.885, 0.119, 239, 32.885, 33.601, 0.716, 1398, 2, 33.601, 33.611, 0.01, 12,     0.846,
 184, 0, 32.195, 32.195, 32.253, 0.058, 119, 32.253, 33.784, 1.531, 2192, 2, 33.784, 33.802, 0.018, 36,     1.607,
 192, 0, 33.066, 33.066, 33.245, 0.18, 5, 33.245, 33.98, 0.734, 2021, 2, 33.98, 33.993, 0.013, 26,     0.927,
 152, 0, 26.18, 26.18, 26.305, 0.125, 262, 26.305, 29.802, 3.497, 1368, 2, 29.802, 34.05, 4.248, 8497,     7.870,
 188, 0, 32.714, 32.714, 33.232, 0.517, 1037, 33.232, 34.065, 0.833, 1311, 2, 34.065, 34.141, 0.077, 153,     1.427,
 181, 0, 31.816, 31.816, 31.858, 0.042, 58, 31.858, 32.753, 0.894, 1433, 2, 32.753, 34.181, 1.428, 2856,     2.364,
 119, 0, 19.084, 19.084, 19.979, 0.895, 88, 19.979, 34.253, 14.273, 2069, 2, 34.253, 34.306, 0.053, 106,    15.222,
 190, 0, 33.005, 33.005, 33.005, 0, 1, 33.005, 34.532, 1.527, 1503, 2, 34.532, 34.542, 0.01, 3,     1.537,
 196, 0, 33.879, 33.879, 33.905, 0.026, 51, 33.905, 34.62, 0.716, 1274, 2, 34.62, 34.63, 0.01, 13,     0.751,
 194, 0, 33.245, 33.245, 33.279, 0.034, 30, 33.279, 34.781, 1.502, 1239, 2, 34.781, 34.792, 0.011, 22,     1.547,
 197, 0, 33.937, 33.937, 33.947, 0.01, 31, 33.947, 34.87, 0.923, 1975, 2, 34.87, 34.938, 0.068, 136,     1.001,
 201, 0, 34.236, 34.236, 34.236, 0, 8, 34.236, 35.132, 0.895, 1752, 2, 35.132, 35.253, 0.121, 243,     1.017,
 203, 0, 34.331, 34.331, 34.331, 0, 2, 34.331, 35.22, 0.889, 1389, 2, 35.22, 35.408, 0.188, 376,     1.076,
 200, 0, 34.217, 34.217, 34.229, 0.012, 24, 34.229, 35.796, 1.567, 1517, 2, 35.796, 35.82, 0.023, 67,     1.603,
 151, 0, 26.132, 26.132, 26.578, 0.447, 894, 26.578, 36.005, 9.427, 1404, 2, 36.005, 36.041, 0.035, 72,     9.909,
 198, 0, 34.119, 34.119, 34.368, 0.249, 501, 34.368, 36.045, 1.678, 1612, 2, 36.045, 36.086, 0.041, 92,     1.967,
