user1,5.0,161100.0
user2,5.0,115000.0
vnf1,5.0,116200.0
vnf2,5.0,87700.0
webserver,5.0,0.0
webserver2,5.0,0.0
user1,10.0,142750.0
user2,10.0,152250.0
vnf1,10.0,120000.0
vnf2,10.0,100000.0
webserver,10.0,0.0
webserver2,10.0,0.0
user1,15.0,155100.0
user2,15.0,169200.0
vnf1,15.0,125000.0
vnf2,15.0,95650.0
webserver,15.0,0.0
webserver2,15.0,0.0
user1,20.0,75000.0
user2,20.0,75000.0
vnf1,20.0,40000.0
vnf2,20.0,47500.0
vnf1-dup6,20.0,55000.0
vnf2-dup7,20.0,45000.0
webserver,20.0,0.0
webserver2,20.0,0.0
user1,25.0,65747.8
user2,25.0,46664.8
vnf1,25.0,20732.6
vnf2,25.0,33332.0
vnf1-dup6,25.0,41665.0
vnf2-dup7,25.0,33232.0
vnf1-dup8,25.0,34998.6
vnf2-dup9,25.0,28332.2
webserver,25.0,0.0
webserver2,25.0,0.0
user1,30.0,32500.0
user2,30.0,28300.2
vnf1,30.0,23750.0
vnf2,30.0,25000.0
vnf1-dup6,30.0,27437.4
vnf2-dup7,30.0,24262.4
vnf1-dup8,30.0,20000.0
vnf2-dup9,30.0,16250.0
vnf2-dup10,30.0,11250.0
webserver,30.0,0.0
webserver2,30.0,0.0
user1,35.0,19975.2
user2,35.0,39637.6
vnf1,35.0,31250.0
vnf2,35.0,25000.0
vnf1-dup6,35.0,23287.4
vnf2-dup7,35.0,18350.0
vnf1-dup8,35.0,25000.0
vnf2-dup9,35.0,20000.0
vnf2-dup10,35.0,18750.0
webserver,35.0,0.0
webserver2,35.0,0.0
user1,40.0,41000.0
user2,40.0,33380.0
vnf1,40.0,25000.0
vnf2,40.0,19620.0
vnf1-dup6,40.0,18000.0
vnf2-dup7,40.0,15000.0
vnf1-dup8,40.0,16000.0
vnf2-dup9,40.0,12090.0
vnf2-dup10,40.0,11000.0
vnf1-dup11,40.0,15910.0
vnf2-dup12,40.0,12000.0
webserver,40.0,0.0
webserver2,40.0,0.0
user1,45.0,44940.0
user2,45.0,24440.0
vnf1,45.0,23340.0
vnf2,45.0,20000.0
vnf1-dup6,45.0,17000.0
vnf2-dup7,45.0,17000.0
vnf1-dup8,45.0,19000.0
vnf2-dup9,45.0,18000.0
vnf2-dup10,45.0,18000.0
vnf1-dup11,45.0,20000.0
vnf2-dup12,45.0,15000.0
webserver,45.0,0.0
webserver2,45.0,0.0
user1,50.0,27390.0
user2,50.0,28000.0
vnf1,50.0,13610.0
vnf2,50.0,13000.0
vnf1-dup6,50.0,15000.0
vnf2-dup7,50.0,11000.0
vnf1-dup8,50.0,14000.0
vnf2-dup9,50.0,11000.0
vnf2-dup10,50.0,11000.0
vnf1-dup11,50.0,14000.0
vnf2-dup12,50.0,11000.0
webserver,50.0,0.0
webserver2,50.0,0.0
user1,55.0,34100.0
user2,55.0,29890.0
vnf1,55.0,15950.0
vnf2,55.0,14000.0
vnf1-dup6,55.0,16000.0
vnf2-dup7,55.0,14000.0
vnf1-dup8,55.0,17000.0
vnf2-dup9,55.0,14000.0
vnf2-dup10,55.0,14000.0
vnf1-dup11,55.0,16000.0
vnf2-dup12,55.0,14000.0
webserver,55.0,0.0
webserver2,55.0,0.0
user1,60.0,30000.0
user2,60.0,31000.0
vnf1,60.0,15000.0
vnf2,60.0,11000.0
vnf1-dup6,60.0,16000.0
vnf2-dup7,60.0,11000.0
vnf1-dup8,60.0,14170.0
vnf2-dup9,60.0,11000.0
vnf2-dup10,60.0,11000.0
vnf1-dup11,60.0,15000.0
vnf2-dup12,60.0,12000.0
webserver,60.0,0.0
webserver2,60.0,0.0
user1,65.0,31000.0
user2,65.0,37000.0
vnf1,65.0,18000.0
vnf2,65.0,14000.0
vnf1-dup6,65.0,16000.0
vnf2-dup7,65.0,14000.0
vnf1-dup8,65.0,17830.0
vnf2-dup9,65.0,14000.0
vnf2-dup10,65.0,14000.0
vnf1-dup11,65.0,17000.0
vnf2-dup12,65.0,14000.0
webserver,65.0,0.0
webserver2,65.0,0.0
user1,70.0,31000.0
user2,70.0,27000.0
vnf1,70.0,14000.0
vnf2,70.0,12000.0
vnf1-dup6,70.0,15000.0
vnf2-dup7,70.0,13000.0
vnf1-dup8,70.0,15000.0
vnf2-dup9,70.0,13000.0
vnf2-dup10,70.0,13000.0
vnf1-dup11,70.0,15000.0
vnf2-dup12,70.0,12000.0
webserver,70.0,0.0
webserver2,70.0,0.0
user1,75.0,35000.0
user2,75.0,29000.0
vnf1,75.0,17000.0
vnf2,75.0,14000.0
vnf1-dup6,75.0,17000.0
vnf2-dup7,75.0,12000.0
vnf1-dup8,75.0,16000.0
vnf2-dup9,75.0,12000.0
vnf2-dup10,75.0,13000.0
vnf1-dup11,75.0,16000.0
vnf2-dup12,75.0,13000.0
webserver,75.0,0.0
webserver2,75.0,0.0
user1,80.0,29540.0
user2,80.0,41000.0
vnf1,80.0,16460.0
vnf2,80.0,13000.0
vnf1-dup6,80.0,17000.0
vnf2-dup7,80.0,14000.0
vnf1-dup8,80.0,17000.0
vnf2-dup9,80.0,14870.0
vnf2-dup10,80.0,14000.0
vnf1-dup11,80.0,18000.0
vnf2-dup12,80.0,14000.0
webserver,80.0,0.0
webserver2,80.0,0.0
user1,85.0,26610.0
user2,85.0,29390.0
vnf1,85.0,14000.0
vnf2,85.0,12000.0
vnf1-dup6,85.0,14000.0
vnf2-dup7,85.0,12000.0
vnf1-dup8,85.0,14000.0
vnf2-dup9,85.0,11000.0
