Workload_ID,    App_ID,SubmitTime,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,ResponseTime,
 12, 1, 1.311, 1.311, 1.338, 0.027, 37, 1.338, 5.427, 4.089, 1807, 0, 5.427, 5.468, 0.041, 82,     4.157,
 13, 1, 2.141, 2.141, 2.151, 0.01, 2, 2.151, 6.182, 4.031, 1599, 0, 6.182, 6.267, 0.085, 171,     4.126,
 14, 1, 2.171, 2.171, 2.232, 0.062, 127, 2.232, 7.195, 4.962, 1779, 0, 7.195, 7.205, 0.01, 12,     5.034,
 15, 1, 2.457, 2.457, 2.467, 0.01, 16, 2.467, 7.444, 4.977, 836, 0, 7.444, 7.46, 0.016, 33,     5.003,
 17, 1, 2.552, 2.552, 2.785, 0.233, 471, 2.785, 7.946, 5.161, 1301, 0, 7.946, 7.956, 0.01, 9,     5.404,
 19, 1, 2.618, 2.618, 3.029, 0.411, 8, 3.029, 8.956, 5.927, 1342, 0, 8.956, 9, 0.044, 88,     6.381,
 18, 1, 2.58, 2.58, 3.024, 0.444, 477, 3.024, 8.706, 5.682, 1487, 0, 8.706, 9.05, 0.345, 689,     6.471,
 20, 1, 2.931, 2.931, 3.038, 0.106, 1, 3.038, 9.203, 6.165, 1765, 0, 9.203, 9.258, 0.055, 110,     6.327,
 21, 1, 3.029, 3.029, 3.075, 0.046, 74, 3.075, 9.463, 6.389, 1389, 0, 9.463, 9.494, 0.031, 62,     6.465,
 16, 1, 2.486, 2.486, 3.201, 0.715, 1423, 3.201, 9.967, 6.766, 2333, 0, 9.967, 10.04, 0.072, 145,     7.554,
 22, 1, 3.102, 3.102, 3.359, 0.257, 515, 3.359, 10.217, 6.857, 1084, 0, 10.217, 10.458, 0.241, 482,     7.356,
 23, 1, 3.382, 3.382, 3.385, 0.004, 19, 3.385, 10.466, 7.081, 1232, 0, 10.466, 10.538, 0.072, 162,     7.157,
 24, 1, 3.449, 3.449, 3.804, 0.355, 697, 3.804, 11.752, 7.948, 1561, 0, 11.752, 11.924, 0.171, 343,     8.475,
 25, 1, 3.88, 3.88, 3.89, 0.01, 10, 3.89, 12.503, 8.613, 1175, 0, 12.503, 12.513, 0.01, 8,     8.633,
 26, 1, 3.93, 3.93, 3.977, 0.047, 80, 3.977, 12.752, 8.776, 1964, 0, 12.752, 12.778, 0.025, 51,     8.848,
 27, 1, 3.967, 3.967, 3.997, 0.03, 60, 3.997, 13.004, 9.008, 938, 0, 13.004, 13.045, 0.04, 81,     9.078,
 28, 1, 4.018, 4.018, 4.058, 0.04, 80, 4.058, 13.254, 9.197, 1485, 0, 13.254, 13.264, 0.01, 11,     9.247,
 30, 1, 4.269, 4.269, 4.279, 0.01, 11, 4.279, 13.771, 9.492, 1479, 0, 13.771, 13.781, 0.01, 13,     9.512,
 31, 1, 4.494, 4.494, 4.503, 0.01, 19, 4.503, 14.288, 9.785, 1887, 0, 14.288, 14.68, 0.392, 784,    10.187,
 29, 1, 4.257, 4.257, 4.668, 0.412, 792, 4.668, 14.787, 10.119, 1670, 0, 14.787, 14.826, 0.039, 78,    10.570,
 33, 1, 4.811, 4.811, 4.821, 0.01, 38, 4.821, 15.305, 10.484, 1721, 0, 15.305, 15.412, 0.107, 214,    10.601,
 32, 1, 4.565, 4.565, 4.693, 0.128, 257, 4.693, 15.037, 10.344, 1742, 0, 15.037, 16.07, 1.033, 2056,    11.505,
 98, 1, 14.948, 14.948, 15.216, 0.268, 503, 15.216, 16.209, 0.993, 1621, 0, 16.209, 16.264, 0.055, 110,     1.316,
 99, 1, 15.026, 15.026, 15.255, 0.229, 79, 15.255, 16.459, 1.204, 1498, 0, 16.459, 16.552, 0.093, 187,     1.527,
 34, 1, 5.071, 5.071, 5.102, 0.032, 81, 5.102, 16.565, 11.463, 1653, 0, 16.565, 16.789, 0.224, 448,    11.718,
 102, 1, 15.321, 15.321, 15.598, 0.277, 29, 15.598, 16.963, 1.365, 1341, 0, 16.963, 17.007, 0.044, 88,     1.686,
 103, 1, 15.421, 15.421, 16.039, 0.618, 864, 16.039, 17.223, 1.184, 1648, 0, 17.223, 17.308, 0.084, 169,     1.887,
 35, 1, 5.258, 5.258, 5.416, 0.158, 313, 5.416, 17.318, 11.902, 1268, 0, 17.318, 17.377, 0.058, 117,    12.119,
 49, 1, 7.293, 7.293, 7.323, 0.03, 36, 7.323, 17.387, 10.064, 1466, 0,TimeOut
 48, 1, 7.274, 7.274, 7.358, 0.084, 168, 7.358, 17.387, 10.029, 1208, 0,TimeOut
 104, 1, 15.488, 15.488, 16.059, 0.571, 25, 16.059, 17.48, 1.421, 1351, 0, 17.48, 17.538, 0.058, 116,     2.050,
 37, 1, 5.605, 5.605, 5.605, 0, 12, 5.605, 17.567, 11.962, 1736, 0, 17.567, 17.602, 0.035, 69,    11.997,
 50, 1, 7.683, 7.683, 7.693, 0.01, 19, 7.693, 17.716, 10.023, 1096, 0,TimeOut
 105, 1, 15.685, 15.685, 16.135, 0.45, 142, 16.135, 17.729, 1.594, 1276, 0, 17.729, 17.772, 0.043, 85,     2.087,
 107, 1, 15.727, 15.727, 16.183, 0.456, 11, 16.183, 17.989, 1.806, 1317, 0, 17.989, 17.999, 0.01, 18,     2.272,
 51, 1, 8.056, 8.056, 8.089, 0.033, 66, 8.089, 18.117, 10.028, 985, 0,TimeOut
 52, 1, 8.15, 8.15, 8.21, 0.059, 92, 8.21, 18.252, 10.043, 1743, 0,TimeOut
 93, 1, 14.543, 14.543, 16.293, 1.75, 3481, 16.293, 18.252, 1.96, 1200, 0, 18.252, 18.297, 0.044, 89,     3.754,
 54, 1, 8.255, 8.255, 8.278, 0.024, 47, 8.278, 18.298, 10.02, 1270, 0,TimeOut
 39, 1, 5.777, 5.777, 5.793, 0.016, 31, 5.793, 18.315, 12.523, 1087, 0, 18.315, 18.325, 0.01, 17,    12.548,
 53, 1, 8.24, 8.24, 8.379, 0.139, 291, 8.379, 18.471, 10.092, 1626, 0,TimeOut
 36, 1, 5.265, 5.265, 5.338, 0.074, 161, 5.338, 16.819, 11.481, 2063, 0, 16.819, 18.689, 1.87, 3741,    13.424,
 56, 1, 8.697, 8.697, 8.697, 0, 14, 8.697, 18.752, 10.055, 1426, 0,TimeOut
 55, 1, 8.599, 8.599, 8.764, 0.165, 315, 8.764, 18.783, 10.019, 1525, 0,TimeOut
 57, 1, 8.754, 8.754, 8.774, 0.02, 28, 8.774, 18.795, 10.021, 1776, 0,TimeOut
 58, 1, 8.888, 8.888, 8.933, 0.046, 91, 8.933, 18.962, 10.029, 1026, 0,TimeOut
 38, 1, 5.67, 5.67, 6.055, 0.386, 779, 6.055, 19.064, 13.009, 808, 0, 19.064, 19.278, 0.214, 420,    13.609,
 110, 1, 16.925, 16.925, 16.95, 0.024, 35, 16.95, 19.268, 2.319, 1021, 0, 19.268, 19.313, 0.045, 89,     2.387,
 40, 1, 6.019, 6.019, 6.069, 0.05, 84, 6.069, 19.324, 13.255, 1504, 0, 19.324, 19.334, 0.01, 3,    13.315,
 60, 1, 9.352, 9.352, 9.362, 0.01, 1, 9.362, 19.379, 10.017, 1467, 0,TimeOut
 112, 1, 17.692, 17.692, 17.702, 0.01, 6, 17.702, 19.522, 1.82, 1311, 0, 19.522, 19.532, 0.01, 3,     1.840,
 61, 1, 9.38, 9.38, 9.496, 0.116, 240, 9.496, 19.557, 10.061, 1622, 0,TimeOut
 62, 1, 9.463, 9.463, 9.568, 0.104, 144, 9.568, 19.584, 10.016, 1486, 0,TimeOut
 63, 1, 9.479, 9.479, 9.582, 0.102, 11, 9.582, 19.596, 10.014, 1553, 0,TimeOut
 114, 1, 17.808, 17.808, 17.823, 0.015, 48, 17.823, 19.771, 1.948, 1798, 0, 19.771, 19.784, 0.013, 26,     1.977,
 41, 1, 6.177, 6.177, 6.38, 0.203, 407, 6.38, 19.847, 13.467, 1386, 0, 19.847, 19.857, 0.01, 5,    13.680,
 42, 1, 6.218, 6.218, 6.242, 0.024, 50, 6.242, 19.582, 13.34, 1434, 0, 19.582, 19.885, 0.303, 607,    13.667,
 59, 1, 9.328, 9.328, 9.969, 0.64, 1252, 9.969, 19.991, 10.022, 1295, 0,TimeOut
 65, 1, 9.585, 9.585, 10.038, 0.453, 138, 10.038, 20.054, 10.016, 1340, 0,TimeOut
 44, 1, 6.392, 6.392, 6.416, 0.024, 35, 6.416, 20.1, 13.683, 1666, 0, 20.1, 20.118, 0.018, 36,    13.726,
 66, 1, 9.928, 9.928, 10.142, 0.215, 177, 10.142, 20.19, 10.048, 1643, 0,TimeOut
 116, 1, 17.91, 17.91, 17.92, 0.01, 16, 17.92, 20.021, 2.101, 1485, 0, 20.021, 20.206, 0.184, 369,     2.296,
 43, 1, 6.35, 6.35, 6.43, 0.08, 139, 6.43, 20.349, 13.919, 1318, 0, 20.349, 20.394, 0.044, 89,    14.043,
 67, 1, 10.396, 10.396, 10.445, 0.049, 97, 10.445, 20.475, 10.03, 1651, 0,TimeOut
 118, 1, 18.093, 18.093, 18.103, 0.01, 10, 18.103, 20.29, 2.188, 1379, 0, 20.29, 20.51, 0.22, 440,     2.418,
 119, 1, 18.808, 18.808, 18.853, 0.045, 90, 18.853, 20.55, 1.697, 1190, 0, 20.55, 20.573, 0.023, 46,     1.765,
 68, 1, 10.571, 10.571, 10.581, 0.01, 3, 10.581, 20.664, 10.083, 2161, 0,TimeOut
 69, 1, 10.599, 10.599, 10.654, 0.055, 118, 10.654, 20.675, 10.02, 1151, 0,TimeOut
 121, 1, 18.885, 18.885, 18.91, 0.025, 53, 18.91, 20.803, 1.893, 1305, 0, 20.803, 20.897, 0.094, 188,     2.012,
 70, 1, 10.903, 10.903, 10.913, 0.01, 2, 10.913, 20.94, 10.028, 1456, 0,TimeOut
 71, 1, 10.919, 10.919, 10.947, 0.028, 35, 10.947, 20.973, 10.026, 1966, 0,TimeOut
 72, 1, 11.128, 11.128, 11.161, 0.034, 32, 11.161, 21.185, 10.024, 1388, 0,TimeOut
 73, 1, 11.162, 11.162, 11.195, 0.034, 68, 11.195, 21.224, 10.029, 1427, 0,TimeOut
 129, 1, 20.21, 20.21, 20.275, 0.065, 119, 20.275, 21.278, 1.003, 1841, 0, 21.278, 21.291, 0.013, 26,     1.081,
 120, 1, 18.861, 18.861, 19.052, 0.192, 399, 19.052, 21.302, 2.25, 1077, 0, 21.302, 21.314, 0.012, 24,     2.453,
 45, 1, 6.644, 6.644, 6.836, 0.192, 384, 6.836, 21.365, 14.53, 1525, 0, 21.365, 21.375, 0.01, 9,    14.732,
 74, 1, 11.347, 11.347, 11.347, 0, 12, 11.347, 21.402, 10.055, 1216, 0,TimeOut
 75, 1, 11.362, 11.362, 11.362, 0, 7, 11.362, 21.402, 10.04, 1917, 0,TimeOut
 131, 1, 20.527, 20.527, 20.537, 0.01, 30, 20.537, 21.527, 0.99, 1184, 0, 21.527, 21.537, 0.01, 3,     1.010,
 123, 1, 19.147, 19.147, 19.167, 0.02, 29, 19.167, 21.559, 2.391, 1841, 0, 21.559, 21.599, 0.041, 81,     2.452,
 134, 1, 20.791, 20.791, 20.801, 0.01, 16, 20.801, 21.809, 1.008, 1047, 0, 21.809, 21.822, 0.014, 27,     1.032,
 136, 1, 20.883, 20.883, 20.912, 0.029, 62, 20.912, 22.058, 1.145, 1031, 0, 22.058, 22.074, 0.017, 33,     1.191,
 76, 1, 12.057, 12.057, 12.089, 0.032, 45, 12.089, 22.115, 10.026, 1783, 0,TimeOut
 46, 1, 7.16, 7.16, 7.201, 0.04, 98, 7.201, 22.125, 14.924, 1350, 0, 22.125, 22.135, 0.01, 5,    14.975,
 47, 1, 7.261, 7.261, 7.303, 0.042, 71, 7.303, 22.381, 15.078, 1694, 0, 22.381, 22.422, 0.04, 74,    15.161,
 77, 1, 12.188, 12.188, 12.356, 0.168, 344, 12.356, 22.447, 10.091, 1784, 0,TimeOut
 78, 1, 12.334, 12.334, 12.424, 0.09, 135, 12.424, 22.447, 10.024, 1755, 0,TimeOut
 79, 1, 12.438, 12.438, 12.464, 0.026, 54, 12.464, 22.553, 10.089, 1282, 0,TimeOut
 126, 1, 19.584, 19.584, 19.61, 0.026, 44, 19.61, 22.564, 2.955, 1781, 0, 22.564, 22.576, 0.012, 23,     2.992,
 113, 1, 17.748, 17.748, 17.758, 0.01, 19, 17.758, 22.631, 4.873, 1423, 0, 22.631, 22.647, 0.015, 31,     4.899,
 140, 1, 21.237, 21.237, 21.307, 0.07, 6, 21.307, 22.821, 1.515, 1915, 0, 22.821, 22.85, 0.029, 57,     1.613,
 117, 1, 18.049, 18.049, 18.059, 0.01, 8, 18.059, 22.88, 4.821, 1726, 0, 22.88, 22.923, 0.043, 85,     4.874,
 80, 1, 12.491, 12.491, 12.929, 0.438, 883, 12.929, 22.96, 10.03, 1205, 0,TimeOut
 81, 1, 12.882, 12.882, 12.943, 0.062, 25, 12.943, 22.96, 10.016, 1732, 0,TimeOut
 82, 1, 12.907, 12.907, 12.952, 0.045, 7, 12.952, 22.96, 10.007, 1352, 0,TimeOut
 83, 1, 12.952, 12.952, 12.994, 0.041, 83, 12.994, 23.055, 10.061, 1364, 0,TimeOut
 84, 1, 13.047, 13.047, 13.057, 0.01, 3, 13.057, 23.077, 10.019, 1345, 0,TimeOut
 124, 1, 19.338, 19.338, 19.853, 0.515, 1018, 19.853, 23.081, 3.228, 1643, 0, 23.081, 23.091, 0.01, 17,     3.754,
 85, 1, 13.089, 13.089, 13.089, 0, 4, 13.089, 23.117, 10.027, 1672, 0,TimeOut
 86, 1, 13.133, 13.133, 13.222, 0.089, 179, 13.222, 23.254, 10.032, 1199, 0,TimeOut
 64, 1, 9.513, 9.513, 13.255, 3.742, 7347, 13.255, 23.326, 10.071, 1917, 0,TimeOut
 87, 1, 13.157, 13.157, 13.304, 0.146, 164, 13.304, 23.326, 10.022, 1181, 0,TimeOut
 127, 1, 19.87, 19.87, 19.885, 0.015, 42, 19.885, 23.334, 3.449, 1774, 0, 23.334, 23.344, 0.01, 10,     3.474,
 88, 1, 13.33, 13.33, 13.375, 0.045, 90, 13.375, 23.396, 10.021, 1429, 0,TimeOut
 142, 1, 21.599, 21.599, 21.609, 0.01, 11, 21.609, 23.081, 1.473, 1373, 0, 23.081, 23.403, 0.322, 628,     1.804,
 89, 1, 13.489, 13.489, 13.535, 0.046, 111, 13.535, 23.559, 10.023, 1592, 0,TimeOut
 90, 1, 13.503, 13.503, 13.549, 0.046, 71, 13.549, 23.571, 10.021, 1508, 0,TimeOut
 145, 1, 21.97, 21.97, 22.024, 0.055, 109, 22.024, 23.593, 1.568, 1689, 0, 23.593, 23.612, 0.02, 39,     1.642,
 147, 1, 22.087, 22.087, 22.212, 0.125, 269, 22.212, 23.842, 1.63, 1562, 0, 23.842, 23.857, 0.015, 29,     1.769,
 128, 1, 19.953, 19.953, 20.008, 0.055, 92, 20.008, 23.842, 3.834, 1342, 0, 23.842, 23.909, 0.067, 133,     3.956,
 91, 1, 14.112, 14.112, 14.122, 0.01, 1, 14.122, 24.139, 10.017, 1626, 0,TimeOut
 92, 1, 14.208, 14.208, 14.233, 0.025, 50, 14.233, 24.27, 10.037, 1276, 0,TimeOut
 130, 1, 20.478, 20.478, 20.487, 0.008, 9, 20.487, 24.341, 3.855, 1175, 0, 24.341, 24.363, 0.022, 44,     3.885,
 151, 1, 22.73, 22.73, 22.765, 0.035, 57, 22.765, 24.341, 1.577, 1600, 0, 24.341, 24.426, 0.084, 154,     1.696,
 149, 1, 22.279, 22.279, 22.319, 0.04, 64, 22.319, 24.097, 1.777, 1832, 0, 24.097, 24.475, 0.379, 758,     2.196,
 94, 1, 14.569, 14.569, 14.579, 0.01, 14, 14.579, 24.595, 10.016, 1737, 0,TimeOut
 95, 1, 14.591, 14.591, 14.601, 0.01, 17, 14.601, 24.645, 10.045, 1187, 0,TimeOut
 132, 1, 20.664, 20.664, 20.687, 0.022, 45, 20.687, 24.655, 3.969, 1211, 0, 24.655, 24.688, 0.033, 66,     4.024,
 96, 1, 14.729, 14.729, 14.755, 0.026, 52, 14.755, 24.772, 10.017, 1419, 0,TimeOut
 133, 1, 20.751, 20.751, 20.859, 0.109, 201, 20.859, 24.857, 3.998, 1649, 0, 24.857, 24.883, 0.026, 52,     4.133,
 97, 1, 14.891, 14.891, 14.916, 0.025, 42, 14.916, 24.978, 10.062, 1532, 0,TimeOut
 137, 1, 20.941, 20.941, 20.941, 0, 1, 20.941, 25.111, 4.17, 1413, 0, 25.111, 25.128, 0.017, 33,     4.187,
 154, 1, 23.401, 23.401, 23.489, 0.088, 186, 23.489, 24.857, 1.369, 1359, 0, 24.857, 25.171, 0.314, 614,     1.771,
 138, 1, 20.973, 20.973, 21.263, 0.29, 561, 21.263, 25.161, 3.899, 1775, 0, 25.161, 25.171, 0.01, 20,     4.199,
 157, 1, 23.835, 23.835, 23.835, 0, 1, 23.835, 25.361, 1.525, 1347, 0, 25.361, 25.371, 0.01, 1,     1.535,
 100, 1, 15.048, 15.048, 15.374, 0.326, 239, 15.374, 25.393, 10.019, 2037, 0,TimeOut
 101, 1, 15.272, 15.272, 15.564, 0.292, 347, 15.564, 25.593, 10.029, 1866, 0,TimeOut
 159, 1, 23.929, 23.929, 23.929, 0, 8, 23.929, 25.61, 1.681, 1718, 0, 25.61, 25.62, 0.01, 4,     1.691,
 135, 1, 20.814, 20.814, 21.658, 0.844, 1676, 21.658, 25.411, 3.753, 1167, 0, 25.411, 25.649, 0.239, 478,     4.835,
 146, 1, 22.05, 22.05, 22.078, 0.028, 32, 22.078, 25.66, 3.582, 1231, 0, 25.66, 25.67, 0.01, 1,     3.620,
 106, 1, 15.701, 15.701, 16.169, 0.468, 39, 16.169, 26.193, 10.024, 1925, 0,TimeOut
 108, 1, 16.029, 16.029, 16.197, 0.168, 5, 16.197, 26.23, 10.033, 716, 0,TimeOut
 166, 1, 24.593, 24.593, 24.744, 0.151, 54, 24.744, 26.359, 1.615, 2189, 0, 26.359, 26.369, 0.01, 2,     1.776,
 144, 1, 21.892, 21.892, 21.892, 0, 4, 21.892, 26.359, 4.467, 1661, 0, 26.359, 26.382, 0.023, 47,     4.490,
 139, 1, 21.185, 21.185, 21.293, 0.108, 38, 21.293, 25.61, 4.317, 1414, 0, 25.61, 26.411, 0.801, 1602,     5.226,
 164, 1, 24.389, 24.389, 24.978, 0.589, 1146, 24.978, 26.622, 1.644, 1931, 0, 26.622, 26.632, 0.01, 12,     2.244,
 150, 1, 22.297, 22.297, 22.305, 0.009, 9, 22.305, 26.872, 4.567, 1803, 0, 26.872, 26.91, 0.038, 75,     4.613,
 162, 1, 24.27, 24.27, 24.703, 0.433, 867, 24.703, 26.914, 2.211, 2051, 0, 26.914, 26.93, 0.016, 41,     2.660,
 109, 1, 16.913, 16.913, 16.936, 0.023, 43, 16.936, 26.963, 10.028, 1384, 0,TimeOut
 141, 1, 21.499, 21.499, 21.531, 0.032, 52, 21.531, 25.859, 4.328, 1664, 0, 25.859, 26.991, 1.132, 2265,     5.493,
 111, 1, 16.986, 16.986, 17.015, 0.029, 58, 17.015, 27.029, 10.014, 1069, 0,TimeOut
 169, 1, 25.625, 25.625, 25.635, 0.01, 4, 25.635, 27.177, 1.542, 1688, 0, 27.177, 27.279, 0.102, 204,     1.654,
 152, 1, 22.831, 22.831, 22.841, 0.011, 26, 22.841, 27.371, 4.53, 1239, 0, 27.371, 27.417, 0.046, 79,     4.587,
 168, 1, 25.455, 25.455, 25.484, 0.029, 58, 25.484, 27.407, 1.923, 1125, 0, 27.407, 27.417, 0.01, 3,     1.962,
 170, 1, 25.706, 25.706, 25.765, 0.059, 116, 25.765, 26.872, 1.107, 1028, 0, 26.872, 27.651, 0.779, 1558,     1.945,
 177, 1, 26.416, 26.416, 26.715, 0.299, 591, 26.715, 27.725, 1.01, 1615, 0, 27.725, 27.778, 0.052, 105,     1.362,
 175, 1, 26.193, 26.193, 26.242, 0.049, 99, 26.242, 27.819, 1.576, 1828, 0, 27.819, 27.849, 0.03, 61,     1.656,
 155, 1, 23.616, 23.616, 23.626, 0.01, 18, 23.626, 27.871, 4.245, 1176, 0, 27.871, 27.884, 0.014, 27,     4.269,
 173, 1, 26.059, 26.059, 26.069, 0.01, 10, 26.069, 28.193, 2.124, 1614, 0, 28.193, 28.207, 0.014, 28,     2.148,
 156, 1, 23.819, 23.819, 23.835, 0.016, 29, 23.835, 28.125, 4.289, 2084, 0, 28.125, 28.227, 0.102, 177,     4.407,
 115, 1, 17.836, 17.836, 17.846, 0.01, 2, 17.846, 28.442, 10.596, 855, 0, 28.442, 28.452, 0.01, 6,    10.616,
 161, 1, 24.044, 24.044, 24.057, 0.014, 27, 24.057, 28.892, 4.834, 1967, 0, 28.892, 28.941, 0.049, 98,     4.897,
 180, 1, 27.221, 27.221, 27.371, 0.15, 278, 27.371, 28.942, 1.571, 1511, 0, 28.942, 28.975, 0.033, 68,     1.754,
 181, 1, 27.567, 27.567, 27.666, 0.099, 199, 27.666, 28.834, 1.168, 1592, 0, 28.834, 29.154, 0.32, 640,     1.587,
 182, 1, 27.651, 27.651, 27.727, 0.075, 151, 27.727, 28.873, 1.146, 1386, 0, 28.873, 29.229, 0.356, 713,     1.578,
 178, 1, 26.438, 26.438, 27.144, 0.706, 1429, 27.144, 29.191, 2.047, 1422, 0, 29.191, 29.251, 0.06, 120,     2.813,
 163, 1, 24.382, 24.382, 24.405, 0.023, 46, 24.405, 29.16, 4.754, 1620, 0, 29.16, 29.653, 0.493, 998,     5.271,
 174, 1, 26.075, 26.075, 26.106, 0.032, 75, 26.106, 29.909, 3.802, 1203, 0, 29.909, 29.927, 0.018, 37,     3.852,
 122, 1, 18.962, 18.962, 19.157, 0.195, 376, 19.157, 29.975, 10.817, 1764, 0, 29.975, 30.047, 0.072, 145,    11.085,
 165, 1, 24.462, 24.462, 24.717, 0.256, 21, 24.717, 29.41, 4.692, 1953, 0, 29.41, 30.183, 0.773, 1535,     5.721,
 171, 1, 25.751, 25.751, 25.761, 0.01, 9, 25.761, 30.173, 4.412, 1321, 0, 30.173, 30.183, 0.01, 3,     4.432,
 125, 1, 19.465, 19.465, 19.491, 0.026, 52, 19.491, 30.473, 10.982, 1895, 0, 30.473, 30.483, 0.01, 8,    11.018,
 189, 1, 29.322, 29.322, 29.517, 0.195, 402, 29.517, 30.555, 1.038, 1434, 0, 30.555, 30.583, 0.028, 56,     1.262,
 179, 1, 27.152, 27.152, 27.177, 0.026, 34, 27.177, 30.435, 3.258, 1349, 0, 30.435, 30.67, 0.235, 469,     3.518,
 185, 1, 28.518, 28.518, 28.545, 0.027, 55, 28.545, 30.72, 2.175, 1311, 0, 30.72, 30.815, 0.095, 190,     2.297,
 183, 1, 27.999, 27.999, 28.092, 0.093, 192, 28.092, 29.095, 1.003, 1132, 0, 29.095, 30.835, 1.74, 3446,     2.836,
 194, 1, 29.888, 29.888, 29.919, 0.031, 63, 29.919, 31.111, 1.192, 1529, 0, 31.111, 31.134, 0.023, 46,     1.246,
 187, 1, 28.729, 28.729, 28.739, 0.01, 12, 28.739, 31.185, 2.447, 1984, 0, 31.185, 31.195, 0.01, 19,     2.467,
 195, 1, 30.125, 30.125, 30.135, 0.01, 4, 30.135, 31.165, 1.03, 1442, 0, 31.165, 31.205, 0.04, 76,     1.080,
 188, 1, 28.799, 28.799, 29.131, 0.331, 653, 29.131, 31.759, 2.629, 2030, 0, 31.759, 31.771, 0.012, 23,     2.971,
 192, 1, 29.614, 29.614, 29.624, 0.01, 5, 29.624, 31.702, 2.078, 1919, 0, 31.702, 31.87, 0.168, 336,     2.256,
 202, 1, 30.773, 30.773, 31.099, 0.326, 227, 31.099, 32.171, 1.072, 1371, 0, 32.171, 32.241, 0.07, 124,     1.468,
 203, 1, 30.857, 30.857, 31.113, 0.257, 21, 31.113, 32.231, 1.118, 1758, 0, 32.231, 32.241, 0.01, 11,     1.385,
 205, 1, 31.075, 31.075, 31.209, 0.135, 98, 31.209, 32.451, 1.242, 1163, 0, 32.451, 32.57, 0.119, 238,     1.495,
 172, 1, 25.765, 25.765, 25.771, 0.006, 13, 25.771, 32.643, 6.872, 1190, 0, 32.643, 32.71, 0.067, 121,     6.945,
 191, 1, 29.585, 29.585, 29.601, 0.015, 30, 29.601, 32.784, 3.183, 1002, 0, 32.784, 32.822, 0.038, 76,     3.236,
 208, 1, 31.698, 31.698, 31.725, 0.027, 51, 31.725, 32.892, 1.167, 1444, 0, 32.892, 32.914, 0.022, 44,     1.216,
 193, 1, 29.848, 29.848, 29.895, 0.047, 93, 29.895, 33.301, 3.407, 1327, 0, 33.301, 33.311, 0.01, 15,     3.463,
 212, 1, 32.191, 32.191, 32.495, 0.304, 65, 32.495, 33.614, 1.118, 1363, 0, 33.614, 33.644, 0.031, 61,     1.453,
 210, 1, 31.814, 31.814, 32.445, 0.632, 1254, 32.445, 33.706, 1.26, 1905, 0, 33.706, 33.716, 0.01, 6,     1.902,
 176, 1, 26.311, 26.311, 26.32, 0.009, 20, 26.32, 32.949, 6.629, 1470, 0, 32.949, 33.81, 0.861, 1722,     7.499,
 143, 1, 21.811, 21.811, 21.821, 0.01, 17, 21.821, 33.812, 11.99, 1452, 0, 33.812, 33.822, 0.01, 13,    12.010,
 186, 1, 28.624, 28.624, 28.773, 0.149, 265, 28.773, 33.881, 5.109, 992, 0, 33.881, 33.895, 0.014, 28,     5.271,
 184, 1, 28.196, 28.196, 28.343, 0.147, 294, 28.343, 33.881, 5.538, 1363, 0, 33.881, 34.151, 0.27, 525,     5.955,
