edgeuser3,5.0,0.0
edgenode4,5.0,0.24335999484999998
edgenode3,5.0,0.23279499505
edgenode2,5.0,0.0
edgenode1,5.0,0.0
edgeuser2,5.0,0.30903999514999997
edgeuser1,5.0,0.35326999514999996
netcloudhost3,5.0,0.0
netcloudhost2,5.0,0.0
netcloudhost1,5.0,0.0
netcloudhost4,5.0,0.0
internethost,5.0,1.534608673443673E-6
edgeuser3,10.0,0.0
edgenode4,10.0,0.24963999355000002
edgenode3,10.0,0.24963999385
edgenode2,10.0,0.0
edgenode1,10.0,0.0
edgeuser2,10.0,0.171089997
edgeuser1,10.0,0.32683999560000004
netcloudhost3,10.0,0.0
netcloudhost2,10.0,0.0
netcloudhost1,10.0,0.0
netcloudhost4,10.0,0.0
internethost,10.0,7.618100722805694E-7
edgeuser3,15.0,0.0
edgenode4,15.0,0.2503599933
edgenode3,15.0,0.25035999375
edgenode2,15.0,0.0
edgenode1,15.0,0.0
edgeuser2,15.0,0.5030699923999999
edgeuser1,15.0,0.5412999919
netcloudhost3,15.0,0.0
netcloudhost2,15.0,0.0
netcloudhost1,15.0,0.0
netcloudhost4,15.0,0.0
internethost,15.0,1.9058987520770755E-6
edgeuser3,20.0,0.0
edgenode4,20.0,0.1899799963
edgenode3,20.0,0.24953499565
edgenode2,20.0,0.2318949959
edgenode1,20.0,0.23361499595000002
edgeuser2,20.0,0.9507199908499999
edgeuser1,20.0,0.3731499954
netcloudhost3,20.0,0.0
netcloudhost2,20.0,0.0
netcloudhost1,20.0,0.0
netcloudhost4,20.0,0.0
internethost,20.0,5.905600038769962E-6
edgeuser3,25.0,0.0
edgenode4,25.0,0.3155049943
edgenode3,25.0,0.4740299915
edgenode2,25.0,0.25041999565
edgenode1,25.0,0.2504199957
edgeuser2,25.0,0.56055999485
edgeuser1,25.0,0.33409999615
netcloudhost3,25.0,0.0
netcloudhost2,25.0,0.0
netcloudhost1,25.0,0.0
netcloudhost4,25.0,0.0
internethost,25.0,5.497925729860327E-6
edgeuser3,30.0,0.0
edgenode4,30.0,0.33503999430000003
edgenode3,30.0,0.41316999314999997
edgenode2,30.0,0.3838999937
edgenode1,30.0,0.21512999655
edgeuser2,30.0,0.1326499982
edgeuser1,30.0,0.27138999729999996
netcloudhost3,30.0,0.0
netcloudhost2,30.0,0.0
netcloudhost1,30.0,0.0
netcloudhost4,30.0,0.0
internethost,30.0,6.466197989964204E-6
edgeuser3,35.0,0.0
edgenode4,35.0,0.4999999897
edgenode3,35.0,0.43996999115
edgenode2,35.0,0.39141499185
edgenode1,35.0,0.189474996
edgeuser2,35.0,0.29272999655
edgeuser1,35.0,0.8718299899499999
netcloudhost3,35.0,0.0
netcloudhost2,35.0,0.0
netcloudhost1,35.0,0.0
netcloudhost4,35.0,0.0
internethost,35.0,1.0675841136550064E-5
edgeuser3,40.0,0.0
edgenode4,40.0,0.46651498565
edgenode3,40.0,0.4312999861
edgenode2,40.0,0.30232998945
edgenode1,40.0,0.32433998924999996
edgeuser2,40.0,0.3319599939
edgeuser1,40.0,0.998919984
netcloudhost3,40.0,2.2062666573333334E-5
netcloudhost2,40.0,0.0
netcloudhost1,40.0,0.0
netcloudhost4,40.0,0.0
internethost,40.0,8.257083473884718E-6
edgeuser3,45.0,0.0
edgenode4,45.0,0.47735998705
edgenode3,45.0,0.4327449884
edgenode2,45.0,0.45251998745
edgenode1,45.0,0.3841199892
edgeuser2,45.0,0.27904999505
edgeuser1,45.0,0.53206999165
netcloudhost3,45.0,2.5931999913333332E-5
netcloudhost2,45.0,0.0
netcloudhost1,45.0,0.0
netcloudhost4,45.0,0.0
internethost,45.0,1.110347790474843E-5
edgeuser3,50.0,0.0
edgenode4,50.0,0.30406999215
edgenode3,50.0,0.34370999145
edgenode2,50.0,0.2811299929
edgenode1,50.0,0.28298999245
edgeuser2,50.0,0.20072999665
edgeuser1,50.0,0.45789999325
netcloudhost3,50.0,1.8657999986666668E-5
netcloudhost2,50.0,0.0
netcloudhost1,50.0,0.0
netcloudhost4,50.0,0.0
internethost,50.0,5.162775662432291E-6
edgeuser3,55.0,0.0
edgenode4,55.0,0.32857499125
edgenode3,55.0,0.33606999075
edgenode2,55.0,0.3496249914
edgenode1,55.0,0.3394749906
edgeuser2,55.0,0.15637999745
edgeuser1,55.0,0.46078999315
netcloudhost3,55.0,2.17693333E-5
netcloudhost2,55.0,0.0
netcloudhost1,55.0,0.0
netcloudhost4,55.0,0.0
internethost,55.0,8.3078748815559E-6
edgeuser3,60.0,0.0
edgenode4,60.0,0.2944049919
edgenode3,60.0,0.3041549917
edgenode2,60.0,0.30818499225
edgenode1,60.0,0.30835499154999996
edgeuser2,60.0,0.45365999315
edgeuser1,60.0,0.3648299947
netcloudhost3,60.0,2.033066660666667E-5
netcloudhost2,60.0,0.0
netcloudhost1,60.0,0.0
netcloudhost4,60.0,0.0
internethost,60.0,6.500140302108273E-6
edgeuser3,65.0,0.0
edgenode4,65.0,0.36757498969999997
edgenode3,65.0,0.3457299901
edgenode2,65.0,0.3443949911
